HHID,TIME,PASTA,EXPOS,AGE,INCOME,AREA
406,2,3.810476484,1,47.63379766,27849.06124,Hague
406,3,2.579608259,1,47.63379766,27849.06124,Hague
406,4,2.231436386,0,47.63379766,27849.06124,Hague
406,5,0.64247599,0,47.63379766,27849.06124,Hague
406,6,3.198476328,1,47.63379766,27849.06124,Hague
406,7,1.623302319,0,47.63379766,27849.06124,Hague
406,8,2.148693035,0,47.63379766,27849.06124,Hague
406,9,0.18424797,0,47.63379766,27849.06124,Hague
406,10,1.457840686,0,47.63379766,27849.06124,Hague
406,11,0,0,47.63379766,27849.06124,Hague
406,12,2.22446802,1,47.63379766,27849.06124,Hague
406,13,1.164137447,0,47.63379766,27849.06124,Hague
406,14,1.837139591,1,47.63379766,27849.06124,Hague
406,15,0.724357655,0,47.63379766,27849.06124,Hague
406,16,3.864791575,1,47.63379766,27849.06124,Hague
406,17,2.109648976,1,47.63379766,27849.06124,Hague
406,18,1.960423184,1,47.63379766,27849.06124,Hague
406,19,1.898168887,0,47.63379766,27849.06124,Hague
406,20,1.541392568,2,47.63379766,27849.06124,Hague
407,1,1.41463886,0,41.22823645,39115.64552,Amsterdam
407,2,2.271457647,1,41.22823645,39115.64552,Amsterdam
407,3,1.986755521,1,41.22823645,39115.64552,Amsterdam
407,4,1.274948494,0,41.22823645,39115.64552,Amsterdam
407,5,1.939764613,1,41.22823645,39115.64552,Amsterdam
407,6,2.169857758,1,41.22823645,39115.64552,Amsterdam
407,7,2.662918013,0,41.22823645,39115.64552,Amsterdam
407,8,0.674462562,0,41.22823645,39115.64552,Amsterdam
407,9,1.717745754,0,41.22823645,39115.64552,Amsterdam
407,10,3.389440339,2,41.22823645,39115.64552,Amsterdam
407,11,1.621194138,0,41.22823645,39115.64552,Amsterdam
407,12,0.518283595,0,41.22823645,39115.64552,Amsterdam
407,13,2.990964496,2,41.22823645,39115.64552,Amsterdam
407,14,2.353360721,0,41.22823645,39115.64552,Amsterdam
407,15,1.762216894,1,41.22823645,39115.64552,Amsterdam
407,16,0.519806144,0,41.22823645,39115.64552,Amsterdam
407,17,1.637792847,0,41.22823645,39115.64552,Amsterdam
407,18,1.405210141,0,41.22823645,39115.64552,Amsterdam
407,19,0.685661347,1,41.22823645,39115.64552,Amsterdam
407,20,1.826430369,2,41.22823645,39115.64552,Amsterdam
408,1,2.263705566,1,36.79670816,40070.09573,Berlin
408,2,2.838458579,0,36.79670816,40070.09573,Berlin
408,3,2.288117541,0,36.79670816,40070.09573,Berlin
408,4,2.658493413,2,36.79670816,40070.09573,Berlin
408,5,1.324660112,1,36.79670816,40070.09573,Berlin
408,6,2.010803955,1,36.79670816,40070.09573,Berlin
408,7,1.861909524,0,36.79670816,40070.09573,Berlin
408,8,1.046269601,0,36.79670816,40070.09573,Berlin
408,9,3.349955492,0,36.79670816,40070.09573,Berlin
408,10,1.97858765,1,36.79670816,40070.09573,Berlin
408,11,2.332898225,0,36.79670816,40070.09573,Berlin
408,12,1.047429878,1,36.79670816,40070.09573,Berlin
408,13,1.271004546,1,36.79670816,40070.09573,Berlin
408,14,2.198588282,0,36.79670816,40070.09573,Berlin
408,15,0.73526246,0,36.79670816,40070.09573,Berlin
408,16,2.3626315,2,36.79670816,40070.09573,Berlin
408,17,2.1503765,0,36.79670816,40070.09573,Berlin
408,18,1.413720523,1,36.79670816,40070.09573,Berlin
408,19,1.979993089,1,36.79670816,40070.09573,Berlin
408,20,2.394609678,1,36.79670816,40070.09573,Berlin
409,1,2.631526938,0,42.1960242,30602.65735,Paris
409,2,1.965604834,0,42.1960242,30602.65735,Paris
409,3,0.957318227,0,42.1960242,30602.65735,Paris
409,4,3.007496364,1,42.1960242,30602.65735,Paris
409,5,2.359578449,0,42.1960242,30602.65735,Paris
409,6,1.948512247,0,42.1960242,30602.65735,Paris
409,7,2.154567473,0,42.1960242,30602.65735,Paris
409,8,3.070691506,1,42.1960242,30602.65735,Paris
409,9,1.829058164,0,42.1960242,30602.65735,Paris
409,10,1.067948058,0,42.1960242,30602.65735,Paris
409,11,3.644755252,1,42.1960242,30602.65735,Paris
409,12,1.880295429,0,42.1960242,30602.65735,Paris
409,13,1.444185433,1,42.1960242,30602.65735,Paris
409,14,1.528158634,1,42.1960242,30602.65735,Paris
409,15,4.065308332,1,42.1960242,30602.65735,Paris
409,16,2.722716292,1,42.1960242,30602.65735,Paris
409,17,3.06386394,0,42.1960242,30602.65735,Paris
409,18,1.442617811,1,42.1960242,30602.65735,Paris
409,19,3.056779532,0,42.1960242,30602.65735,Paris
409,20,2.484721069,0,42.1960242,30602.65735,Paris
410,1,0.174727771,1,60.78972548,16758.16279,Brussels
410,2,2.334969521,1,60.78972548,16758.16279,Brussels
410,3,1.848778935,0,60.78972548,16758.16279,Brussels
410,4,3.234221559,3,60.78972548,16758.16279,Brussels
410,5,2.209409658,1,60.78972548,16758.16279,Brussels
410,6,0.645262008,1,60.78972548,16758.16279,Brussels
410,7,1.71841268,0,60.78972548,16758.16279,Brussels
410,8,0,0,60.78972548,16758.16279,Brussels
410,9,2.263745893,0,60.78972548,16758.16279,Brussels
410,10,1.846669134,0,60.78972548,16758.16279,Brussels
410,11,2.600292482,3,60.78972548,16758.16279,Brussels
410,12,1.321907408,1,60.78972548,16758.16279,Brussels
410,13,0.274641387,1,60.78972548,16758.16279,Brussels
410,14,2.535635747,1,60.78972548,16758.16279,Brussels
410,15,1.22649508,1,60.78972548,16758.16279,Brussels
410,16,2.273198621,0,60.78972548,16758.16279,Brussels
410,17,1.442852981,0,60.78972548,16758.16279,Brussels
410,18,0.267703488,0,60.78972548,16758.16279,Brussels
410,19,1.688679289,1,60.78972548,16758.16279,Brussels
410,20,0.255700124,0,60.78972548,16758.16279,Brussels
411,1,3.385128283,1,60.071845,17412.14292,Paris
411,2,2.614232706,0,60.071845,17412.14292,Paris
411,3,0.90045599,0,60.071845,17412.14292,Paris
411,4,0,0,60.071845,17412.14292,Paris
411,5,2.639440543,0,60.071845,17412.14292,Paris
411,6,2.570703122,0,60.071845,17412.14292,Paris
411,7,0,0,60.071845,17412.14292,Paris
411,8,1.433813161,0,60.071845,17412.14292,Paris
411,9,1.133238029,1,60.071845,17412.14292,Paris
411,10,2.314192421,0,60.071845,17412.14292,Paris
411,11,0.773147599,1,60.071845,17412.14292,Paris
411,12,0.959313616,0,60.071845,17412.14292,Paris
411,13,3.030544734,0,60.071845,17412.14292,Paris
411,14,0.011638245,0,60.071845,17412.14292,Paris
411,15,2.29201434,0,60.071845,17412.14292,Paris
411,16,1.514967536,2,60.071845,17412.14292,Paris
411,17,1.483646797,0,60.071845,17412.14292,Paris
411,18,0.408471831,0,60.071845,17412.14292,Paris
411,19,0,0,60.071845,17412.14292,Paris
411,20,1.940266917,0,60.071845,17412.14292,Paris
412,1,2.157411921,0,42.66796701,35023.60899,Amsterdam
412,2,1.977646206,0,42.66796701,35023.60899,Amsterdam
412,3,1.463987484,2,42.66796701,35023.60899,Amsterdam
412,4,2.399098291,0,42.66796701,35023.60899,Amsterdam
412,5,2.022539261,0,42.66796701,35023.60899,Amsterdam
412,6,2.796489497,2,42.66796701,35023.60899,Amsterdam
412,7,0.680185778,3,42.66796701,35023.60899,Amsterdam
412,8,1.364238651,0,42.66796701,35023.60899,Amsterdam
412,9,1.431001076,2,42.66796701,35023.60899,Amsterdam
412,10,2.7076088,0,42.66796701,35023.60899,Amsterdam
412,11,0.918554057,1,42.66796701,35023.60899,Amsterdam
412,12,1.30991945,0,42.66796701,35023.60899,Amsterdam
412,13,1.112897102,0,42.66796701,35023.60899,Amsterdam
412,14,3.564000613,0,42.66796701,35023.60899,Amsterdam
412,15,1.918355451,0,42.66796701,35023.60899,Amsterdam
412,16,1.848758949,2,42.66796701,35023.60899,Amsterdam
412,17,2.586768018,1,42.66796701,35023.60899,Amsterdam
412,18,2.838573732,1,42.66796701,35023.60899,Amsterdam
412,19,1.563977878,1,42.66796701,35023.60899,Amsterdam
412,20,1.114303188,2,42.66796701,35023.60899,Amsterdam
413,1,2.125062045,1,56.80382128,17297.32906,Amsterdam
413,2,0.483081891,1,56.80382128,17297.32906,Amsterdam
413,3,2.761796253,1,56.80382128,17297.32906,Amsterdam
413,4,2.309357868,0,56.80382128,17297.32906,Amsterdam
413,5,1.922796374,2,56.80382128,17297.32906,Amsterdam
413,6,1.772537555,0,56.80382128,17297.32906,Amsterdam
413,7,0.521491788,0,56.80382128,17297.32906,Amsterdam
413,8,1.334524764,0,56.80382128,17297.32906,Amsterdam
413,9,1.759274263,1,56.80382128,17297.32906,Amsterdam
413,10,1.065447927,0,56.80382128,17297.32906,Amsterdam
413,11,3.269000757,0,56.80382128,17297.32906,Amsterdam
413,12,1.979935275,1,56.80382128,17297.32906,Amsterdam
413,13,1.210908742,0,56.80382128,17297.32906,Amsterdam
413,14,2.051319886,0,56.80382128,17297.32906,Amsterdam
413,15,1.661682075,1,56.80382128,17297.32906,Amsterdam
413,16,1.233934283,1,56.80382128,17297.32906,Amsterdam
413,17,1.859432878,0,56.80382128,17297.32906,Amsterdam
413,18,1.776979183,0,56.80382128,17297.32906,Amsterdam
413,19,2.19757264,0,56.80382128,17297.32906,Amsterdam
413,20,1.854665484,0,56.80382128,17297.32906,Amsterdam
414,1,2.801287321,0,56.33577843,41863.49051,Berlin
414,2,1.93587522,0,56.33577843,41863.49051,Berlin
414,3,1.804976014,2,56.33577843,41863.49051,Berlin
414,4,1.016612603,1,56.33577843,41863.49051,Berlin
414,5,3.398201661,1,56.33577843,41863.49051,Berlin
414,6,0.900750244,0,56.33577843,41863.49051,Berlin
414,7,1.489096163,1,56.33577843,41863.49051,Berlin
414,8,2.485288354,0,56.33577843,41863.49051,Berlin
414,9,1.596847794,0,56.33577843,41863.49051,Berlin
414,10,1.293091432,0,56.33577843,41863.49051,Berlin
414,11,1.216717075,0,56.33577843,41863.49051,Berlin
414,12,2.318128267,1,56.33577843,41863.49051,Berlin
414,13,1.040508686,1,56.33577843,41863.49051,Berlin
414,14,2.578494093,0,56.33577843,41863.49051,Berlin
414,15,2.360326935,0,56.33577843,41863.49051,Berlin
414,16,0,1,56.33577843,41863.49051,Berlin
414,17,3.091485588,0,56.33577843,41863.49051,Berlin
414,18,2.662364868,1,56.33577843,41863.49051,Berlin
414,19,3.254495936,1,56.33577843,41863.49051,Berlin
414,20,2.834444138,1,56.33577843,41863.49051,Berlin
415,1,3.160006165,0,23.41854927,18778.93052,Brussels
415,2,0.162964863,0,23.41854927,18778.93052,Brussels
415,3,2.110361983,0,23.41854927,18778.93052,Brussels
415,4,0.128962057,0,23.41854927,18778.93052,Brussels
415,5,1.261077818,0,23.41854927,18778.93052,Brussels
415,6,1.916031905,0,23.41854927,18778.93052,Brussels
415,7,2.363557089,0,23.41854927,18778.93052,Brussels
415,8,2.265975629,1,23.41854927,18778.93052,Brussels
415,9,3.471734749,1,23.41854927,18778.93052,Brussels
415,10,1.016053532,0,23.41854927,18778.93052,Brussels
415,11,2.477708006,0,23.41854927,18778.93052,Brussels
415,12,1.628512541,1,23.41854927,18778.93052,Brussels
415,13,2.446811517,0,23.41854927,18778.93052,Brussels
415,14,2.092368418,0,23.41854927,18778.93052,Brussels
415,15,2.634552258,2,23.41854927,18778.93052,Brussels
415,16,3.05080197,1,23.41854927,18778.93052,Brussels
415,17,3.192535836,0,23.41854927,18778.93052,Brussels
415,18,0.239409398,0,23.41854927,18778.93052,Brussels
415,19,2.40222121,0,23.41854927,18778.93052,Brussels
415,20,2.131040746,0,23.41854927,18778.93052,Brussels
416,1,2.192510354,1,22.37400152,10804.37195,Hague
416,2,1.182434579,1,22.37400152,10804.37195,Hague
416,3,0.927394209,0,22.37400152,10804.37195,Hague
416,4,1.368301022,0,22.37400152,10804.37195,Hague
416,5,1.117094614,0,22.37400152,10804.37195,Hague
416,6,2.016521842,0,22.37400152,10804.37195,Hague
416,7,0.973701743,1,22.37400152,10804.37195,Hague
416,8,2.20719131,0,22.37400152,10804.37195,Hague
416,9,1.248541198,1,22.37400152,10804.37195,Hague
416,10,1.646979006,2,22.37400152,10804.37195,Hague
416,11,2.66720012,1,22.37400152,10804.37195,Hague
416,12,2.262275907,0,22.37400152,10804.37195,Hague
416,13,0.573406243,0,22.37400152,10804.37195,Hague
416,14,0.991496472,1,22.37400152,10804.37195,Hague
416,15,2.691338516,0,22.37400152,10804.37195,Hague
416,16,1.795945957,1,22.37400152,10804.37195,Hague
416,17,4.502734574,1,22.37400152,10804.37195,Hague
416,18,1.711948546,0,22.37400152,10804.37195,Hague
416,19,2.558978887,0,22.37400152,10804.37195,Hague
416,20,2.389520256,0,22.37400152,10804.37195,Hague
417,1,0.920065989,0,30.51490211,21508.52249,Berlin
417,2,2.851036501,0,30.51490211,21508.52249,Berlin
417,3,2.313586331,0,30.51490211,21508.52249,Berlin
417,4,1.773547585,0,30.51490211,21508.52249,Berlin
417,5,1.418502013,1,30.51490211,21508.52249,Berlin
417,6,5.892968866,2,30.51490211,21508.52249,Berlin
417,7,2.042047314,2,30.51490211,21508.52249,Berlin
417,8,0,0,30.51490211,21508.52249,Berlin
417,9,1.917221881,0,30.51490211,21508.52249,Berlin
417,10,2.981855917,1,30.51490211,21508.52249,Berlin
417,11,1.846354592,0,30.51490211,21508.52249,Berlin
417,12,1.013943869,1,30.51490211,21508.52249,Berlin
417,13,0.784613625,0,30.51490211,21508.52249,Berlin
417,14,2.157725857,0,30.51490211,21508.52249,Berlin
417,15,3.821922936,1,30.51490211,21508.52249,Berlin
417,16,1.073893662,1,30.51490211,21508.52249,Berlin
417,17,1.94514981,0,30.51490211,21508.52249,Berlin
417,18,1.880739237,1,30.51490211,21508.52249,Berlin
417,19,0,0,30.51490211,21508.52249,Berlin
417,20,2.414900738,1,30.51490211,21508.52249,Berlin
418,1,2.185070042,0,33.39490302,52092.21505,Brussels
418,2,1.152373693,0,33.39490302,52092.21505,Brussels
418,3,0.477594519,0,33.39490302,52092.21505,Brussels
418,4,2.404664554,1,33.39490302,52092.21505,Brussels
418,5,2.765900115,1,33.39490302,52092.21505,Brussels
418,6,0.968774443,1,33.39490302,52092.21505,Brussels
418,7,2.638670252,3,33.39490302,52092.21505,Brussels
418,8,1.541101207,0,33.39490302,52092.21505,Brussels
418,9,0.847772048,0,33.39490302,52092.21505,Brussels
418,10,0.655159432,0,33.39490302,52092.21505,Brussels
418,11,1.60093191,1,33.39490302,52092.21505,Brussels
418,12,0.604495984,1,33.39490302,52092.21505,Brussels
418,13,3.05510951,0,33.39490302,52092.21505,Brussels
418,14,0.689268498,0,33.39490302,52092.21505,Brussels
418,15,2.093371037,0,33.39490302,52092.21505,Brussels
418,16,2.34380532,1,33.39490302,52092.21505,Brussels
418,17,2.779262335,0,33.39490302,52092.21505,Brussels
418,18,2.393866589,1,33.39490302,52092.21505,Brussels
418,19,2.702717763,1,33.39490302,52092.21505,Brussels
418,20,2.239788535,0,33.39490302,52092.21505,Brussels
419,1,0.694197035,0,57.94694724,17212.25997,Hague
419,2,1.629725856,1,57.94694724,17212.25997,Hague
419,3,1.905253052,0,57.94694724,17212.25997,Hague
419,4,0.905221551,0,57.94694724,17212.25997,Hague
419,5,1.444656589,2,57.94694724,17212.25997,Hague
419,6,0.658638715,0,57.94694724,17212.25997,Hague
419,7,1.148667138,1,57.94694724,17212.25997,Hague
419,8,2.105426418,0,57.94694724,17212.25997,Hague
419,9,1.013230829,0,57.94694724,17212.25997,Hague
419,10,1.430230885,0,57.94694724,17212.25997,Hague
419,11,0.993318771,0,57.94694724,17212.25997,Hague
419,12,0.834895787,0,57.94694724,17212.25997,Hague
419,13,2.464179219,0,57.94694724,17212.25997,Hague
419,14,1.417580641,0,57.94694724,17212.25997,Hague
419,15,0.863670484,0,57.94694724,17212.25997,Hague
419,16,0.303984408,0,57.94694724,17212.25997,Hague
419,17,4.006249531,0,57.94694724,17212.25997,Hague
419,18,2.112321705,0,57.94694724,17212.25997,Hague
419,19,1.829429898,1,57.94694724,17212.25997,Hague
419,20,1.895080765,0,57.94694724,17212.25997,Hague
420,1,3.299938519,0,37.06914061,19504.87397,Hague
420,2,0.886344837,0,37.06914061,19504.87397,Hague
420,3,0.195084497,0,37.06914061,19504.87397,Hague
420,4,0.782508498,0,37.06914061,19504.87397,Hague
420,5,2.309000813,1,37.06914061,19504.87397,Hague
420,6,0.879615229,0,37.06914061,19504.87397,Hague
420,7,2.003044015,1,37.06914061,19504.87397,Hague
420,8,3.586440853,1,37.06914061,19504.87397,Hague
420,9,4.335873363,1,37.06914061,19504.87397,Hague
420,10,0.494584919,0,37.06914061,19504.87397,Hague
420,11,0,0,37.06914061,19504.87397,Hague
420,12,1.587524697,0,37.06914061,19504.87397,Hague
420,13,2.189845238,0,37.06914061,19504.87397,Hague
420,14,3.763840352,2,37.06914061,19504.87397,Hague
420,15,1.120130543,0,37.06914061,19504.87397,Hague
420,16,2.293975052,1,37.06914061,19504.87397,Hague
420,17,1.533737225,0,37.06914061,19504.87397,Hague
420,18,1.350511679,0,37.06914061,19504.87397,Hague
420,19,2.082522785,0,37.06914061,19504.87397,Hague
420,20,2.009287041,0,37.06914061,19504.87397,Hague
421,1,2.050766649,1,60.9075014,25322.70354,Paris
421,2,1.933007857,0,60.9075014,25322.70354,Paris
421,3,1.281385652,1,60.9075014,25322.70354,Paris
421,4,1.518263244,0,60.9075014,25322.70354,Paris
421,5,2.611107724,0,60.9075014,25322.70354,Paris
421,6,2.534305259,1,60.9075014,25322.70354,Paris
421,7,1.783300333,0,60.9075014,25322.70354,Paris
421,8,0.429021404,0,60.9075014,25322.70354,Paris
421,9,0.733170619,1,60.9075014,25322.70354,Paris
421,10,1.995891766,0,60.9075014,25322.70354,Paris
421,11,2.189167713,0,60.9075014,25322.70354,Paris
421,12,2.410560997,1,60.9075014,25322.70354,Paris
421,13,0.517383587,1,60.9075014,25322.70354,Paris
421,14,1.840457101,1,60.9075014,25322.70354,Paris
421,15,0.109717437,1,60.9075014,25322.70354,Paris
421,16,0,0,60.9075014,25322.70354,Paris
421,17,0,0,60.9075014,25322.70354,Paris
421,18,2.435534705,1,60.9075014,25322.70354,Paris
421,19,2.351829197,0,60.9075014,25322.70354,Paris
421,20,2.956790032,0,60.9075014,25322.70354,Paris
422,1,2.182382167,1,36.46626665,46147.42723,Hague
422,2,0.901118247,0,36.46626665,46147.42723,Hague
422,3,1.016590006,1,36.46626665,46147.42723,Hague
422,4,3.107770712,2,36.46626665,46147.42723,Hague
422,5,1.041823143,1,36.46626665,46147.42723,Hague
422,6,1.158342827,0,36.46626665,46147.42723,Hague
422,7,0,0,36.46626665,46147.42723,Hague
422,8,1.284116996,0,36.46626665,46147.42723,Hague
422,9,0.8238619,0,36.46626665,46147.42723,Hague
422,10,1.944401033,0,36.46626665,46147.42723,Hague
422,11,3.518766179,1,36.46626665,46147.42723,Hague
422,12,0.761704338,0,36.46626665,46147.42723,Hague
422,13,1.458373387,1,36.46626665,46147.42723,Hague
422,14,2.987875549,2,36.46626665,46147.42723,Hague
422,15,2.651958797,0,36.46626665,46147.42723,Hague
422,16,1.92953965,2,36.46626665,46147.42723,Hague
422,17,1.891876471,1,36.46626665,46147.42723,Hague
422,18,0.533420452,0,36.46626665,46147.42723,Hague
422,19,1.213136019,0,36.46626665,46147.42723,Hague
422,20,1.054517819,0,36.46626665,46147.42723,Hague
423,1,1.123508184,2,54.96488104,12802.79831,Brussels
423,2,2.070880374,0,54.96488104,12802.79831,Brussels
423,3,1.750697737,0,54.96488104,12802.79831,Brussels
423,4,1.032966885,0,54.96488104,12802.79831,Brussels
423,5,2.059148456,1,54.96488104,12802.79831,Brussels
423,6,2.031237573,1,54.96488104,12802.79831,Brussels
423,7,0,0,54.96488104,12802.79831,Brussels
423,8,0.767640848,0,54.96488104,12802.79831,Brussels
423,9,0.882647352,1,54.96488104,12802.79831,Brussels
423,10,1.11717404,1,54.96488104,12802.79831,Brussels
423,11,0.857884281,0,54.96488104,12802.79831,Brussels
423,12,2.701782674,0,54.96488104,12802.79831,Brussels
423,13,1.707146893,0,54.96488104,12802.79831,Brussels
423,14,0.543571487,0,54.96488104,12802.79831,Brussels
423,15,1.513824571,1,54.96488104,12802.79831,Brussels
423,16,1.678974733,1,54.96488104,12802.79831,Brussels
423,17,3.571391703,1,54.96488104,12802.79831,Brussels
423,18,0.596506487,0,54.96488104,12802.79831,Brussels
423,19,1.86476456,0,54.96488104,12802.79831,Brussels
423,20,1.600827214,1,54.96488104,12802.79831,Brussels
424,1,2.538855659,0,58.50057132,36502.9685,Paris
424,2,2.043787522,0,58.50057132,36502.9685,Paris
424,3,1.696923851,0,58.50057132,36502.9685,Paris
424,4,1.260064548,0,58.50057132,36502.9685,Paris
424,5,2.121574478,0,58.50057132,36502.9685,Paris
424,6,0,0,58.50057132,36502.9685,Paris
424,7,2.743318991,1,58.50057132,36502.9685,Paris
424,8,1.41469964,0,58.50057132,36502.9685,Paris
424,9,2.625107087,1,58.50057132,36502.9685,Paris
424,10,1.417693965,1,58.50057132,36502.9685,Paris
424,11,2.444351251,0,58.50057132,36502.9685,Paris
424,12,2.142882411,0,58.50057132,36502.9685,Paris
424,13,3.088557896,1,58.50057132,36502.9685,Paris
424,14,2.17898303,1,58.50057132,36502.9685,Paris
424,15,2.150797824,1,58.50057132,36502.9685,Paris
424,16,3.701189192,3,58.50057132,36502.9685,Paris
424,17,1.283807041,1,58.50057132,36502.9685,Paris
424,18,2.524341666,2,58.50057132,36502.9685,Paris
424,19,1.285188052,0,58.50057132,36502.9685,Paris
424,20,1.587899569,0,58.50057132,36502.9685,Paris
425,1,3.889828454,1,23.96172917,8602.247881,Paris
425,2,0.267368006,0,23.96172917,8602.247881,Paris
425,3,1.635180729,0,23.96172917,8602.247881,Paris
425,4,2.807968525,0,23.96172917,8602.247881,Paris
425,5,4.129406897,2,23.96172917,8602.247881,Paris
425,6,1.863801851,1,23.96172917,8602.247881,Paris
425,7,1.797087596,1,23.96172917,8602.247881,Paris
425,8,2.216874802,0,23.96172917,8602.247881,Paris
425,9,2.282092942,0,23.96172917,8602.247881,Paris
425,10,1.528456319,1,23.96172917,8602.247881,Paris
425,11,0.299211586,0,23.96172917,8602.247881,Paris
425,12,2.697284264,1,23.96172917,8602.247881,Paris
425,13,1.469677735,0,23.96172917,8602.247881,Paris
425,14,1.703643757,0,23.96172917,8602.247881,Paris
425,15,1.803117763,0,23.96172917,8602.247881,Paris
425,16,2.93339931,0,23.96172917,8602.247881,Paris
425,17,0.919806122,0,23.96172917,8602.247881,Paris
425,18,4.287125678,1,23.96172917,8602.247881,Paris
425,19,1.80225284,0,23.96172917,8602.247881,Paris
425,20,3.07075509,0,23.96172917,8602.247881,Paris
426,1,3.219388098,2,37.1724618,21817.08887,Paris
426,2,3.006225179,0,37.1724618,21817.08887,Paris
426,3,3.436978136,1,37.1724618,21817.08887,Paris
426,4,2.465846661,0,37.1724618,21817.08887,Paris
426,5,2.73607837,0,37.1724618,21817.08887,Paris
426,6,1.626646482,0,37.1724618,21817.08887,Paris
426,7,2.786942212,1,37.1724618,21817.08887,Paris
426,8,2.557828604,1,37.1724618,21817.08887,Paris
426,9,0.663728782,1,37.1724618,21817.08887,Paris
426,10,2.286493704,1,37.1724618,21817.08887,Paris
426,11,2.487453761,1,37.1724618,21817.08887,Paris
426,12,0.307645159,0,37.1724618,21817.08887,Paris
426,13,0,0,37.1724618,21817.08887,Paris
426,14,1.537232098,0,37.1724618,21817.08887,Paris
426,15,2.439367083,0,37.1724618,21817.08887,Paris
426,16,4.724964509,1,37.1724618,21817.08887,Paris
426,17,0.197311778,0,37.1724618,21817.08887,Paris
426,18,0.908977579,0,37.1724618,21817.08887,Paris
426,19,2.717082957,0,37.1724618,21817.08887,Paris
426,20,2.074666186,0,37.1724618,21817.08887,Paris
427,1,1.959728956,0,22.68554836,14226.84343,Amsterdam
427,2,3.956427,1,22.68554836,14226.84343,Amsterdam
427,3,1.091635668,0,22.68554836,14226.84343,Amsterdam
427,4,1.482789725,1,22.68554836,14226.84343,Amsterdam
427,5,1.386046292,0,22.68554836,14226.84343,Amsterdam
427,6,2.900379953,3,22.68554836,14226.84343,Amsterdam
427,7,3.216714035,1,22.68554836,14226.84343,Amsterdam
427,8,1.858543915,1,22.68554836,14226.84343,Amsterdam
427,9,0.666862805,0,22.68554836,14226.84343,Amsterdam
427,10,0.498886639,0,22.68554836,14226.84343,Amsterdam
427,11,2.216349253,0,22.68554836,14226.84343,Amsterdam
427,12,2.15481434,0,22.68554836,14226.84343,Amsterdam
427,13,3.06723238,0,22.68554836,14226.84343,Amsterdam
427,14,1.389784975,1,22.68554836,14226.84343,Amsterdam
427,15,3.872897206,1,22.68554836,14226.84343,Amsterdam
427,16,2.213913014,0,22.68554836,14226.84343,Amsterdam
427,17,3.140290182,2,22.68554836,14226.84343,Amsterdam
427,18,2.570333725,2,22.68554836,14226.84343,Amsterdam
427,19,2.336004761,1,22.68554836,14226.84343,Amsterdam
427,20,0.315761776,1,22.68554836,14226.84343,Amsterdam
428,1,2.683708497,3,19.78072983,19375.49496,Hague
428,2,1.65268224,0,19.78072983,19375.49496,Hague
428,3,1.369451591,2,19.78072983,19375.49496,Hague
428,4,4.240563724,1,19.78072983,19375.49496,Hague
428,5,1.703278638,0,19.78072983,19375.49496,Hague
428,6,0.834015618,0,19.78072983,19375.49496,Hague
428,7,2.343190768,0,19.78072983,19375.49496,Hague
428,8,2.726469128,0,19.78072983,19375.49496,Hague
428,9,3.618426997,2,19.78072983,19375.49496,Hague
428,10,2.894705171,0,19.78072983,19375.49496,Hague
428,11,1.042092735,0,19.78072983,19375.49496,Hague
428,12,2.974318773,0,19.78072983,19375.49496,Hague
428,13,1.893138984,0,19.78072983,19375.49496,Hague
428,14,2.752419707,1,19.78072983,19375.49496,Hague
428,15,2.050482099,0,19.78072983,19375.49496,Hague
428,16,1.821803196,0,19.78072983,19375.49496,Hague
428,17,2.192827284,1,19.78072983,19375.49496,Hague
428,18,2.598471182,2,19.78072983,19375.49496,Hague
428,19,2.271673206,1,19.78072983,19375.49496,Hague
428,20,0.703061994,0,19.78072983,19375.49496,Hague
429,1,1.883130594,2,20.16527017,31822.37762,Paris
429,2,1.069473723,0,20.16527017,31822.37762,Paris
429,3,3.158666234,1,20.16527017,31822.37762,Paris
429,4,2.75712377,1,20.16527017,31822.37762,Paris
429,5,2.339318182,0,20.16527017,31822.37762,Paris
429,6,2.467597118,0,20.16527017,31822.37762,Paris
429,7,1.787578247,0,20.16527017,31822.37762,Paris
429,8,0.635436829,0,20.16527017,31822.37762,Paris
429,9,2.159666977,1,20.16527017,31822.37762,Paris
429,10,1.526868031,0,20.16527017,31822.37762,Paris
429,11,2.471295629,0,20.16527017,31822.37762,Paris
429,12,2.568748594,1,20.16527017,31822.37762,Paris
429,13,1.33082333,1,20.16527017,31822.37762,Paris
429,14,2.452277978,1,20.16527017,31822.37762,Paris
429,15,0.406620089,0,20.16527017,31822.37762,Paris
429,16,4.647510955,1,20.16527017,31822.37762,Paris
429,17,0,0,20.16527017,31822.37762,Paris
429,18,2.483611076,0,20.16527017,31822.37762,Paris
429,19,0.619576557,1,20.16527017,31822.37762,Paris
429,20,2.616535562,1,20.16527017,31822.37762,Paris
430,1,2.672662544,0,63.92788908,30389.13411,Paris
430,2,1.870315635,1,63.92788908,30389.13411,Paris
430,3,0.187345871,0,63.92788908,30389.13411,Paris
430,4,3.801783779,2,63.92788908,30389.13411,Paris
430,5,1.957219347,1,63.92788908,30389.13411,Paris
430,6,0.229900013,0,63.92788908,30389.13411,Paris
430,7,2.126945082,2,63.92788908,30389.13411,Paris
430,8,1.124078234,0,63.92788908,30389.13411,Paris
430,9,1.774763833,0,63.92788908,30389.13411,Paris
