timestamp_utc,device_id,repair_cost,repair_cost_currency,repair_performer_id
6/4/2020 7:51,CNCTULBGAH92,7,EUR,5027
6/4/2020 23:12,QLVWXLV3YR08,1,EUR,5002
7/4/2020 15:13,9FHGEP0QKBB6,6,EUR,5028
7/4/2020 16:15,5J2E43XZCY2R,6,EUR,5031
8/4/2020 18:54,EIGSC7HHWYYY,1,EUR,5013
9/4/2020 15:24,XJYY68JX7RXN,2,EUR,5008
9/4/2020 15:46,J27JIZBMVL2M,1,EUR,5002
10/4/2020 6:42,SD6NZRMU69XY,4,EUR,5031
10/4/2020 7:15,IQK1UDCK8F9I,2,EUR,5025
10/4/2020 22:10,F7F06L1OWPRT,26,EUR,5020
11/4/2020 18:01,YC91CFP5UM2B,5,CHF,5024
11/4/2020 18:43,Y9PL35YFWKJF,3,CHF,5031
11/4/2020 21:52,XM6XEXKN6ZFI,6,EUR,5008
11/4/2020 23:26,76YKRH9BZEE6,2,EUR,5027
12/4/2020 12:12,749MM2MIL8CW,4,EUR,5008
12/4/2020 14:15,NIFM31NXVNPI,2,EUR,5017
14/04/2020 16:42:56,B4QWTN1J8W20,6,EUR,5021
15/04/2020 13:44:43,G9EJK9K000YW,5,EUR,5006
15/04/2020 21:54:36,U5ZW02M8BCYC,7,EUR,5031
16/04/2020 12:15:52,FAHDGPNXMPFG,5,EUR,5020
16/04/2020 13:07:58,QTOZLBZKIGKR,5,EUR,5013
16/04/2020 23:15:15,DSE9WKH4EWCA,4,EUR,5027
17/04/2020 12:27:06,N1MXROUFDZYO,1,EUR,5003
17/04/2020 15:39:42,OYS6UA0QXGRL,4,CHF,5024
17/04/2020 17:21:06,XKO7ZM4NNXO8,4,EUR,5019
17/04/2020 18:08:39,DAX4G12WKTE9,3,EUR,5024
18/04/2020 10:03:51,A3J6QJL3ZUKO,6,EUR,5022
18/04/2020 16:53:44,MC1H96XGDD3B,1,EUR,5017
18/04/2020 17:08:54,NYUCOWHBF51V,6,EUR,5003
19/04/2020 12:48:24,9RMOCF5IK6ZA,4,EUR,5027
19/04/2020 15:04:30,GOH5DPTRSTNU,1,EUR,5029
19/04/2020 19:38:43,5ZU3S9N1EGYA,7,EUR,5016
20/04/2020 08:37:11,AA85TQNC3MYU,5,EUR,5028
20/04/2020 19:10:23,K3H7GPWXWPGQ,6,EUR,5028
21/04/2020 09:35:28,ZE9TP2CROXUW,2,CHF,5024
21/04/2020 11:39:14,XQJDE719CL4B,2,EUR,5003
21/04/2020 12:53:17,P3OKJT5XDOZU,3,EUR,5029
21/04/2020 14:40:33,FH443JODRVIX,3,EUR,5001
21/04/2020 15:27:23,56Q5CUW2D119,6,EUR,5002
21/04/2020 16:17:08,FN0OZL5BXUOI,1,EUR,5025
21/04/2020 21:13:10,RIU7ZGNQXUDF,3,EUR,5019
22/04/2020 13:41:58,QL75L764FL8T,6,EUR,5008
22/04/2020 20:39:59,9EM8IBIZMJX7,2,EUR,5027
22/04/2020 21:02:47,QL75L764FL8T,1,EUR,5006
23/04/2020 08:23:04,7YATO2OA1X5S,6,EUR,5029
23/04/2020 10:04:40,Y9SM91H2Q1OI,5,EUR,5031
23/04/2020 17:04:55,XPYBTVVYMXRB,2,EUR,5006
23/04/2020 17:16:55,TBYQHZDTCHDJ,3,EUR,5001
23/04/2020 18:23:19,P5OVJ8EKROZ5,5,EUR,5027
23/04/2020 20:01:47,07ISYPSBC0O4,2,EUR,5013
23/04/2020 20:12:07,OX1OFP71G4EN,6,EUR,5027
23/04/2020 20:47:06,T1JC472V9J0L,3,EUR,5014
24/04/2020 08:12:13,UKXLBRLTFRLU,7,EUR,5028
24/04/2020 15:30:27,P8M44K45S6ZT,4,EUR,5024
24/04/2020 17:48:29,CIO1IVPRG3MG,6,EUR,5001
25/04/2020 14:18:25,ID86SMFW5BJP,1,EUR,5005
25/04/2020 15:01:33,K2CO6IHY1GA9,5,EUR,5007
26/04/2020 14:38:17,AX8QSB7SMHXY,2,EUR,5027
26/04/2020 16:44:45,QEEAWCKLU6ZJ,1,EUR,5004
26/04/2020 21:15:27,2ANOA5CARQB5,3,EUR,5027
27/04/2020 21:01:54,5JQ25UM7JD22,1,EUR,5004
28/04/2020 01:52:43,RZT57369YP24,2,EUR,5017
28/04/2020 11:48:37,4MUUXP0L8VNB,3,EUR,5006
28/04/2020 14:03:01,TBER00ID467M,1,EUR,5015
28/04/2020 15:32:53,B6PN0AIAX6EC,5,EUR,5010
28/04/2020 16:34:51,SD4TCZKUJ4A8,7,CHF,5014
28/04/2020 19:12:12,OQRYONT66T4N,7,EUR,5003
29/04/2020 16:42:17,X91SWS9Z9DS8,4,CHF,5005
29/04/2020 16:50:19,U4O48OD7FA8F,2,EUR,5020
29/04/2020 17:00:17,C6M8JOVC8VIC,5,EUR,5003
30/04/2020 10:14:27,WO87SIH6RKSB,6,CHF,5028
30/04/2020 16:30:24,WGUP29YC9FG7,2,EUR,5015
1/5/2020 14:50,CPQ6KOAB50XI,4,CHF,5028
1/5/2020 15:50,QZ9DUPS1KHYR,3,EUR,5007
1/5/2020 20:32,37NY80U7EU21,4,EUR,5009
1/5/2020 21:00,XZY9VQW2IDYH,5,EUR,5020
2/5/2020 8:25,NVE476XNL239,3,CHF,5024
2/5/2020 20:39,9N1UBLSL3I5Z,7,EUR,5028
2/5/2020 20:40,6MW4YBFV7TNU,3,EUR,5004
2/5/2020 23:06,43Z7NDKPL418,3,EUR,5006
2/5/2020 23:20,ZCQMUN8TNPLY,4,EUR,5022
4/5/2020 18:51,KY21Q6I1X0VW,4,EUR,5014
