country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
Germany,DEU,1/7/2021,502259,502259,0,58460,45812,0.6,0.6,0,547,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/8/2021,562703,562703,0,60444,50911,0.67,0.67,0,608,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/9/2021,620026,620026,0,57323,51646,0.74,0.74,0,616,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/10/2021,653306,653306,0,33280,52831,0.78,0.78,0,631,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/11/2021,718972,718972,0,65666,55257,0.86,0.86,0,660,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/12/2021,801056,801056,0,82084,59489,0.96,0.96,0,710,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/13/2021,900140,900140,0,99084,65192,1.07,1.07,0,778,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/14/2021,1000369,1000255,114,100229,71159,1.19,1.19,0,849,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/15/2021,1093194,1092652,542,92825,75784,1.3,1.3,0,905,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/16/2021,1150294,1149355,939,57100,75753,1.37,1.37,0,904,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/17/2021,1194801,1180251,14550,44507,77356,1.43,1.41,0.02,923,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/18/2021,1269157,1238235,30922,74356,78598,1.51,1.48,0.04,938,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/19/2021,1364557,1306406,58151,95400,80500,1.63,1.56,0.07,961,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/20/2021,1493501,1384693,108808,128944,84766,1.78,1.65,0.13,1012,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/21/2021,1589630,1445387,144243,96129,84180,1.9,1.73,0.17,1005,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/22/2021,1705239,1529639,175600,115609,87435,2.04,1.83,0.21,1044,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/23/2021,1798157,1578607,219550,92918,92552,2.15,1.88,0.26,1105,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/24/2021,1864459,1616820,247639,66302,95665,2.23,1.93,0.3,1142,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/25/2021,1962389,1675012,287377,97930,99033,2.34,2,0.34,1182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/26/2021,2065107,1728120,336987,102718,100079,2.46,2.06,0.4,1194,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/27/2021,2178446,1782174,396272,113339,97849,2.6,2.13,0.47,1168,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/28/2021,2279041,1833756,445285,100595,98487,2.72,2.19,0.53,1175,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/29/2021,2388779,1889738,499041,109738,97649,2.85,2.26,0.6,1165,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/30/2021,2476958,1929329,547629,88179,96972,2.96,2.3,0.65,1157,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,1/31/2021,2539663,1960654,579009,62705,96458,3.03,2.34,0.69,1151,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/1/2021,2655617,2010747,644870,115954,99033,3.17,2.4,0.77,1182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/2/2021,2783292,2068674,714618,127675,102598,3.32,2.47,0.85,1225,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/3/2021,2926106,2126681,799425,142814,106809,3.49,2.54,0.95,1275,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/4/2021,3061977,2189822,872155,135871,111848,3.65,2.61,1.04,1335,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/5/2021,3195680,2249693,945987,133703,115272,3.81,2.69,1.13,1376,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/6/2021,3299549,2298307,1001242,103869,117513,3.94,2.74,1.2,1403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/7/2021,3358944,2331179,1027765,59395,117040,4.01,2.78,1.23,1397,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/8/2021,3465365,2385980,1079385,106421,115678,4.14,2.85,1.29,1381,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/9/2021,3590189,2445643,1144546,124824,115271,4.29,2.92,1.37,1376,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/10/2021,3740756,2520914,1219842,150567,116379,4.46,3.01,1.46,1389,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/11/2021,3884773,2592362,1292411,144017,117542,4.64,3.09,1.54,1403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/12/2021,4043271,2672487,1370784,158498,121084,4.83,3.19,1.64,1445,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/13/2021,4153231,2735797,1417434,109960,121955,4.96,3.27,1.69,1456,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/14/2021,4220017,2775600,1444417,66786,123010,5.04,3.31,1.72,1468,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/15/2021,4346820,2846383,1500437,126803,125922,5.19,3.4,1.79,1503,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/16/2021,4483110,2927915,1555195,136290,127560,5.35,3.49,1.86,1522,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/17/2021,4632502,3022623,1609879,149392,127392,5.53,3.61,1.92,1520,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/18/2021,4778113,3116190,1661923,145611,127620,5.7,3.72,1.98,1523,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/19/2021,4928790,3213361,1715429,150677,126503,5.88,3.84,2.05,1510,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/20/2021,5041412,3288322,1753090,112622,126883,6.02,3.92,2.09,1514,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/21/2021,5126978,3344950,1782028,85566,129566,6.12,3.99,2.13,1546,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/22/2021,5279147,3444148,1834999,152169,133190,6.3,4.11,2.19,1590,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/23/2021,5439273,3548633,1890640,160126,136595,6.49,4.24,2.26,1630,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/24/2021,5614068,3665479,1948589,174795,140224,6.7,4.37,2.33,1674,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/25/2021,5793937,3792766,2001171,179869,145118,6.92,4.53,2.39,1732,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/26/2021,5989397,3929388,2060009,195460,151515,7.15,4.69,2.46,1808,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/27/2021,6136096,4037227,2098869,146699,156383,7.32,4.82,2.51,1867,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,2/28/2021,6249751,4122881,2126870,113655,160396,7.46,4.92,2.54,1914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/1/2021,6441281,4264152,2177129,191530,166019,7.69,5.09,2.6,1982,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/2/2021,6656569,4423783,2232786,215288,173899,7.94,5.28,2.66,2076,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/3/2021,6897007,4596996,2300011,240438,183277,8.23,5.49,2.75,2187,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/4/2021,7135038,4773261,2361777,238031,191586,8.52,5.7,2.82,2287,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/5/2021,7385188,4960142,2425046,250150,199399,8.81,5.92,2.89,2380,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/6/2021,7578515,5106221,2472294,193327,206060,9.05,6.09,2.95,2459,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/7/2021,7726102,5219436,2506666,147587,210907,9.22,6.23,2.99,2517,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/8/2021,7957085,5397259,2559826,230983,216543,9.5,6.44,3.06,2585,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/9/2021,8203777,5588907,2614870,246692,221030,9.79,6.67,3.12,2638,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/10/2021,8479168,5797352,2681816,275391,226023,10.12,6.92,3.2,2698,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/11/2021,8763865,6019270,2744595,284697,232690,10.46,7.18,3.28,2777,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/12/2021,9055414,6242159,2813255,291549,238604,10.81,7.45,3.36,2848,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/13/2021,9288155,6426967,2861188,232741,244234,11.09,7.67,3.41,2915,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/14/2021,9452185,6555883,2896302,164030,246583,11.28,7.82,3.46,2943,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/15/2021,9681067,6727738,2953329,228882,246283,11.55,8.03,3.52,2940,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,3/16/2021,9853966,6835216,3018750,172899,235741,11.76,8.16,3.6,2814,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Luxembourg,LUX,12/30/2020,1200,1200,0,0,0,0.19,0.19,0,0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,12/31/2020,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/1/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/2/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/3/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/4/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/5/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/6/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/7/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/8/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/9/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/10/2021,0,0,0,0,62,0,0,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/11/2021,1943,1943,0,0,62,0.31,0.31,0,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/12/2021,2372,2372,0,429,114,0.38,0.38,0,182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/13/2021,2871,2871,0,499,177,0.46,0.46,0,283,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/14/2021,3233,3233,0,362,220,0.52,0.52,0,351,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/15/2021,0,0,0,0,236,0,0,0,377,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/16/2021,0,0,0,0,252,0,0,0,403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/17/2021,3755,3755,0,0,268,0.6,0.6,0,428,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/18/2021,4569,4569,0,814,375,0.73,0.73,0,599,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/19/2021,5294,5294,0,725,417,0.85,0.85,0,666,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/20/2021,6193,6193,0,899,475,0.99,0.99,0,759,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/21/2021,6897,6897,0,704,523,1.1,1.1,0,835,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/22/2021,0,0,0,0,558,0,0,0,891,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/23/2021,0,0,0,0,592,0,0,0,946,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/24/2021,0,0,0,0,626,0,0,0,1000,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/25/2021,8554,7309,1245,0,569,1.37,1.17,0.2,909,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/26/2021,9525,8280,1245,971,604,1.52,1.32,0.2,965,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/27/2021,10449,9107,1342,924,608,1.67,1.45,0.21,971,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/28/2021,11373,9890,1483,924,639,1.82,1.58,0.24,1021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/29/2021,0,0,0,0,630,0,0,0,1006,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/30/2021,0,0,0,0,622,0,0,0,994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,1/31/2021,12428,10748,1680,0,613,1.99,1.72,0.27,979,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/1/2021,13241,11336,1905,813,670,2.12,1.81,0.3,1070,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/2/2021,14252,11925,2327,1011,675,2.28,1.91,0.37,1078,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/3/2021,15407,12597,2810,1155,708,2.46,2.01,0.45,1131,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/4/2021,16419,13256,3163,1012,721,2.62,2.12,0.51,1152,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/5/2021,0,0,0,0,728,0,0,0,1163,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/6/2021,0,0,0,0,736,0,0,0,1176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/7/2021,17628,13940,3688,0,743,2.82,2.23,0.59,1187,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/8/2021,18139,14089,4050,511,700,2.9,2.25,0.65,1118,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/9/2021,18653,14227,4426,514,629,2.98,2.27,0.71,1005,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/10/2021,19923,15052,4871,1270,645,3.18,2.4,0.78,1030,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/11/2021,21390,16131,5259,1467,710,3.42,2.58,0.84,1134,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/12/2021,0,0,0,0,724,0,0,0,1157,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/13/2021,0,0,0,0,738,0,0,0,1179,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/14/2021,22895,17257,5638,0,752,3.66,2.76,0.9,1201,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/15/2021,24024,18055,5969,1129,841,3.84,2.88,0.95,1344,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/16/2021,25918,19622,6296,1894,1038,4.14,3.13,1.01,1658,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/17/2021,27119,20605,6514,1201,1028,4.33,3.29,1.04,1642,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/18/2021,28933,21853,7080,1814,1078,4.62,3.49,1.13,1722,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/19/2021,0,0,0,0,1104,0,0,0,1764,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/20/2021,0,0,0,0,1130,0,0,0,1805,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/21/2021,30985,23259,7726,0,1156,4.95,3.72,1.23,1847,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/22/2021,31926,23685,8241,941,1129,5.1,3.78,1.32,1804,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/23/2021,33370,24508,8862,1444,1065,5.33,3.92,1.42,1701,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/24/2021,34760,25285,9475,1390,1092,5.55,4.04,1.51,1744,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/25/2021,36071,26089,9982,1311,1020,5.76,4.17,1.59,1629,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/26/2021,0,0,0,0,1004,0,0,0,1604,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/27/2021,0,0,0,0,988,0,0,0,1578,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,2/28/2021,37793,27093,10700,0,973,6.04,4.33,1.71,1554,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/1/2021,39121,27655,11466,1328,1028,6.25,4.42,1.83,1642,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/2/2021,40460,28476,11984,1339,1013,6.46,4.55,1.91,1618,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/3/2021,42118,29401,12717,1658,1051,6.73,4.7,2.03,1679,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/4/2021,44171,30723,13448,2053,1157,7.06,4.91,2.15,1848,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/5/2021,0,0,0,0,1196,0,0,0,1911,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/6/2021,0,0,0,0,1235,0,0,0,1973,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/7/2021,46709,32591,14118,0,1274,7.46,5.21,2.26,2035,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/8/2021,47515,33238,14277,806,1199,7.59,5.31,2.28,1915,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/9/2021,48961,34530,14431,1446,1214,7.82,5.52,2.31,1939,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/10/2021,51457,36693,14764,2496,1334,8.22,5.86,2.36,2131,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/11/2021,54865,39558,15307,3408,1528,8.76,6.32,2.45,2441,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/12/2021,0,0,0,0,1606,0,0,0,2566,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/13/2021,0,0,0,0,1684,0,0,0,2690,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/14/2021,59048,43479,15569,0,1763,9.43,6.95,2.49,2816,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/15/2021,60587,44735,15852,1539,1867,9.68,7.15,2.53,2983,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Luxembourg,LUX,3/16/2021,64068,47598,16470,3481,2158,10.23,7.6,2.63,3447,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
Netherlands,NLD,1/17/2021,77000,77000,0,0,0,0.45,0.45,0,0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/18/2021,0,0,0,0,9945,0,0,0,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/18/2021,0,0,0,0,9945,0,0,0,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/19/2021,0,0,0,0,9945,0,0,0,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/20/2021,0,0,0,0,9945,0,0,0,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/21/2021,0,0,0,0,9945,0,0,0,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/22/2021,0,0,0,0,9945,0,0,0,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/23/2021,0,0,0,0,9945,0,0,0,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/24/2021,146612,146612,0,0,9945,0.86,0.86,0,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/25/2021,0,0,0,0,12543,0,0,0,732,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/26/2021,0,0,0,0,15141,0,0,0,884,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/27/2021,0,0,0,0,17739,0,0,0,1035,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/28/2021,0,0,0,0,20337,0,0,0,1187,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/29/2021,0,0,0,0,22935,0,0,0,1338,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/30/2021,0,0,0,0,25533,0,0,0,1490,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,1/31/2021,343526,327834,15692,0,28131,2,1.91,0.09,1642,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
