,Date,ID,Problems_solved,Transactions,T_Month
1606,2020-08-21,265.0,12,0,2020-08-01
1607,2020-08-28,265.0,11,0,2020-08-01
1608,2020-08-29,265.0,43,0,2020-08-01
1609,2020-08-31,265.0,7,0,2020-08-01
1610,2020-08-21,265.0,1,0,2020-08-01
1611,2020-08-28,265.0,2,0,2020-08-01
1612,2020-08-29,42.0,5,0,2020-08-01
1613,2020-08-18,42.0,59,831,2020-08-01
1614,2020-08-19,42.0,52,713,2020-08-01
1615,2020-08-21,42.0,10,0,2020-08-01
1616,2020-08-22,42.0,47,0,2020-08-01
1617,2020-08-24,42.0,34,"1,178",2020-08-01
1618,2020-08-25,42.0,26,646,2020-08-01
1619,2020-08-26,42.0,29,834,2020-08-01
1620,2020-08-27,42.0,34,478,2020-08-01
1621,2020-08-31,42.0,22,959,2020-08-01
1622,2020-08-03,42.0,35,0,2020-08-01
1623,2020-08-04,42.0,9,0,2020-08-01
1624,2020-08-07,42.0,5,0,2020-08-01
1625,2020-08-10,42.0,41,0,2020-08-01
1626,2020-08-11,42.0,13,0,2020-08-01
1627,2020-08-12,42.0,37,0,2020-08-01
1628,2020-08-13,42.0,35,0,2020-08-01
1629,2020-08-18,42.0,2,0,2020-08-01
1630,2020-08-19,42.0,4,0,2020-08-01
1631,2020-08-20,42.0,1,0,2020-08-01
1632,2020-08-21,42.0,2,0,2020-08-01
1633,2020-08-03,42.0,9,0,2020-08-01
1634,2020-08-04,42.0,2,0,2020-08-01
1635,2020-08-08,42.0,13,0,2020-08-01
1636,2020-08-10,42.0,2,0,2020-08-01
1637,2020-08-11,42.0,1,0,2020-08-01
1638,2020-08-12,42.0,6,0,2020-08-01
1639,2020-08-13,42.0,20,0,2020-08-01
1640,2020-08-18,42.0,13,0,2020-08-01
1641,2020-08-19,42.0,7,0,2020-08-01
1642,2020-08-20,42.0,28,0,2020-08-01
1643,2020-08-21,42.0,9,0,2020-08-01
1644,2020-08-25,42.0,3,0,2020-08-01
1645,2020-08-26,42.0,20,0,2020-08-01
1646,2020-08-27,42.0,13,0,2020-08-01
1647,2020-08-31,42.0,1,0,2020-08-01
1648,2020-08-19,42.0,2,0,2020-08-01
1650,2020-08-26,42.0,3,0,2020-08-01
1651,2020-08-27,44.0,1,0,2020-08-01
1652,2020-08-05,44.0,37,"1,760",2020-08-01
1653,2020-08-06,44.0,1,0,2020-08-01
1654,2020-08-12,44.0,25,"1,409",2020-08-01
1655,2020-08-13,44.0,31,790,2020-08-01
1656,2020-08-26,44.0,21,0,2020-08-01
1657,2020-08-27,44.0,23,0,2020-08-01
1658,2020-08-20,44.0,1,0,2020-08-01
1659,2020-08-03,44.0,29,0,2020-08-01
1660,2020-08-05,44.0,2,0,2020-08-01
1662,2020-08-11,44.0,25,0,2020-08-01
1663,2020-08-12,44.0,15,0,2020-08-01
1664,2020-08-17,44.0,28,0,2020-08-01
1665,2020-08-18,44.0,10,0,2020-08-01
1666,2020-08-20,44.0,12,0,2020-08-01
1667,2020-08-24,44.0,13,0,2020-08-01
1668,2020-08-03,44.0,11,0,2020-08-01
1669,2020-08-05,44.0,1,0,2020-08-01
1670,2020-08-11,44.0,5,0,2020-08-01
1671,2020-08-17,44.0,6,0,2020-08-01
1672,2020-08-18,44.0,29,0,2020-08-01
1673,2020-08-20,44.0,22,0,2020-08-01
1674,2020-08-24,44.0,24,0,2020-08-01
1675,2020-08-26,44.0,19,0,2020-08-01
1676,2020-08-18,44.0,5,0,2020-08-01
1678,2020-08-24,44.0,2,0,2020-08-01
1679,2020-08-24,45.0,0,0,2020-08-01
1680,2020-08-04,45.0,35,"1,148",2020-08-01
1681,2020-08-05,45.0,1,0,2020-08-01
1682,2020-08-12,45.0,9,0,2020-08-01
1683,2020-08-24,45.0,16,309,2020-08-01
1684,2020-08-25,45.0,13,0,2020-08-01
1685,2020-08-26,45.0,19,"2,270",2020-08-01
1686,2020-08-27,45.0,30,250,2020-08-01
1687,2020-08-28,45.0,39,832,2020-08-01
1688,2020-08-31,45.0,30,"1,072",2020-08-01
1689,2020-08-03,45.0,43,0,2020-08-01
1690,2020-08-04,45.0,9,0,2020-08-01
1691,2020-08-05,45.0,19,0,2020-08-01
1692,2020-08-06,45.0,41,0,2020-08-01
1693,2020-08-07,45.0,62,0,2020-08-01
1694,2020-08-10,45.0,47,0,2020-08-01
1695,2020-08-11,45.0,17,0,2020-08-01
1696,2020-08-12,45.0,38,0,2020-08-01
1697,2020-08-13,45.0,45,0,2020-08-01
1698,2020-08-14,45.0,58,0,2020-08-01
1699,2020-08-24,45.0,3,0,2020-08-01
1700,2020-08-25,45.0,6,0,2020-08-01
1701,2020-08-27,45.0,1,0,2020-08-01
1702,2020-08-31,45.0,1,0,2020-08-01
1703,2020-08-03,45.0,15,0,2020-08-01
1704,2020-08-04,45.0,4,0,2020-08-01
1705,2020-08-05,45.0,39,0,2020-08-01
1706,2020-08-06,45.0,4,0,2020-08-01
1707,2020-08-09,45.0,27,0,2020-08-01
1708,2020-08-10,45.0,1,0,2020-08-01
1709,2020-08-11,45.0,8,0,2020-08-01
1710,2020-08-12,45.0,6,0,2020-08-01
1711,2020-08-13,45.0,8,0,2020-08-01
1712,2020-08-14,45.0,1,0,2020-08-01
1713,2020-08-15,45.0,42,0,2020-08-01
1714,2020-08-24,45.0,13,0,2020-08-01
1715,2020-08-25,45.0,12,0,2020-08-01
1716,2020-08-27,45.0,5,0,2020-08-01
1717,2020-08-28,45.0,13,0,2020-08-01
1718,2020-08-29,45.0,51,0,2020-08-01
1719,2020-08-30,45.0,35,0,2020-08-01
1720,2020-08-31,45.0,3,0,2020-08-01
1721,2020-08-24,45.0,2,0,2020-08-01
1723,2020-08-28,45.0,1,0,2020-08-01
1724,2020-08-29,45.0,2,0,2020-08-01
1725,2020-08-30,45.0,2,0,2020-08-01
1726,2020-08-31,46.0,1,0,2020-08-01
1727,2020-08-18,46.0,46,986,2020-08-01
1728,2020-08-19,46.0,2,0,2020-08-01
1729,2020-08-03,46.0,35,0,2020-08-01
1730,2020-08-04,46.0,25,0,2020-08-01
1731,2020-08-05,46.0,28,0,2020-08-01
1732,2020-08-10,46.0,34,0,2020-08-01
1733,2020-08-11,46.0,31,0,2020-08-01
1734,2020-08-13,46.0,40,0,2020-08-01
1735,2020-08-14,46.0,26,0,2020-08-01
1736,2020-08-17,46.0,27,0,2020-08-01
1737,2020-08-18,46.0,10,0,2020-08-01
1738,2020-08-19,46.0,10,0,2020-08-01
1739,2020-08-20,46.0,8,0,2020-08-01
1740,2020-08-24,46.0,12,0,2020-08-01
1741,2020-08-25,46.0,20,0,2020-08-01
1742,2020-08-26,46.0,6,0,2020-08-01
1743,2020-08-27,46.0,9,0,2020-08-01
1744,2020-08-28,46.0,11,0,2020-08-01
1745,2020-08-31,46.0,7,0,2020-08-01
1746,2020-08-03,46.0,7,0,2020-08-01
1747,2020-08-04,46.0,5,0,2020-08-01
1748,2020-08-05,46.0,1,0,2020-08-01
1749,2020-08-10,46.0,3,0,2020-08-01
1750,2020-08-11,46.0,3,0,2020-08-01
1751,2020-08-16,46.0,42,0,2020-08-01
1752,2020-08-17,46.0,1,0,2020-08-01
1753,2020-08-18,46.0,7,0,2020-08-01
1754,2020-08-19,46.0,38,0,2020-08-01
1755,2020-08-20,46.0,31,0,2020-08-01
1756,2020-08-24,46.0,27,0,2020-08-01
1757,2020-08-25,46.0,38,0,2020-08-01
1758,2020-08-26,46.0,23,0,2020-08-01
1759,2020-08-27,46.0,17,0,2020-08-01
1760,2020-08-28,46.0,53,0,2020-08-01
1761,2020-08-31,46.0,27,0,2020-08-01
1762,2020-08-18,46.0,1,0,2020-08-01
1763,2020-08-19,46.0,3,0,2020-08-01
1764,2020-08-20,46.0,3,0,2020-08-01
1765,2020-08-24,46.0,1,0,2020-08-01
1766,2020-08-25,46.0,5,0,2020-08-01
1767,2020-08-26,46.0,5,0,2020-08-01
1768,2020-08-27,46.0,0,0,2020-08-01
1769,2020-08-28,46.0,2,0,2020-08-01
1770,2020-08-31,46.0,3,0,2020-08-01
1771,2020-08-25,47.0,1,0,2020-08-01
1772,2020-08-04,47.0,16,"1,698",2020-08-01
1773,2020-08-05,47.0,18,0,2020-08-01
1774,2020-08-06,47.0,20,954,2020-08-01
1775,2020-08-11,47.0,36,"1,211",2020-08-01
1776,2020-08-12,47.0,62,"1,007",2020-08-01
1777,2020-08-19,47.0,51,"1,888",2020-08-01
1778,2020-08-20,47.0,43,"1,347",2020-08-01
1779,2020-08-21,47.0,33,778,2020-08-01
1780,2020-08-24,47.0,40,645,2020-08-01
1781,2020-08-25,47.0,28,"1,275",2020-08-01
1782,2020-08-26,47.0,33,"1,163",2020-08-01
1783,2020-08-27,47.0,30,776,2020-08-01
1784,2020-08-31,47.0,36,"1,147",2020-08-01
1785,2020-08-04,47.0,6,0,2020-08-01
1786,2020-08-06,47.0,17,0,2020-08-01
1787,2020-08-07,47.0,30,0,2020-08-01
1788,2020-08-10,47.0,31,0,2020-08-01
1789,2020-08-11,47.0,6,0,2020-08-01
1791,2020-08-04,47.0,2,0,2020-08-01
1792,2020-08-05,47.0,20,0,2020-08-01
1793,2020-08-07,47.0,1,0,2020-08-01
1794,2020-08-25,47.0,6,0,2020-08-01
1795,2020-08-27,47.0,6,0,2020-08-01
1796,2020-08-31,47.0,6,0,2020-08-01
1797,2020-08-25,48.0,1,0,2020-08-01
1798,2020-08-06,48.0,7,"1,256",2020-08-01
1799,2020-08-07,48.0,4,0,2020-08-01
1800,2020-08-11,48.0,11,"1,431",2020-08-01
1801,2020-08-24,48.0,19,697,2020-08-01
1802,2020-08-25,48.0,17,"1,527",2020-08-01
1803,2020-08-26,48.0,6,0,2020-08-01
1804,2020-08-27,48.0,4,0,2020-08-01
1805,2020-08-26,48.0,1,0,2020-08-01
1806,2020-08-03,48.0,24,0,2020-08-01
1807,2020-08-04,48.0,26,0,2020-08-01
1808,2020-08-05,48.0,17,0,2020-08-01
1809,2020-08-06,48.0,17,0,2020-08-01
1810,2020-08-07,48.0,26,0,2020-08-01
1811,2020-08-10,48.0,40,0,2020-08-01
1812,2020-08-11,48.0,22,0,2020-08-01
1813,2020-08-12,48.0,32,0,2020-08-01
1814,2020-08-13,48.0,21,0,2020-08-01
1815,2020-08-18,48.0,13,0,2020-08-01
1816,2020-08-19,48.0,6,0,2020-08-01
1817,2020-08-20,48.0,12,0,2020-08-01
1818,2020-08-21,48.0,18,0,2020-08-01
1819,2020-08-24,48.0,3,0,2020-08-01
1822,2020-08-27,48.0,9,0,2020-08-01
1823,2020-08-31,48.0,18,0,2020-08-01
1824,2020-08-03,48.0,4,0,2020-08-01
1825,2020-08-04,48.0,1,0,2020-08-01
1826,2020-08-10,48.0,1,0,2020-08-01
1827,2020-08-12,48.0,2,0,2020-08-01
1828,2020-08-13,48.0,11,0,2020-08-01
1829,2020-08-18,48.0,29,0,2020-08-01
1830,2020-08-19,48.0,29,0,2020-08-01
1831,2020-08-20,48.0,13,0,2020-08-01
1832,2020-08-21,48.0,14,0,2020-08-01
1833,2020-08-24,48.0,6,0,2020-08-01
1834,2020-08-25,48.0,11,0,2020-08-01
1835,2020-08-26,48.0,24,0,2020-08-01
1836,2020-08-27,48.0,17,0,2020-08-01
1837,2020-08-31,48.0,12,0,2020-08-01
1838,2020-08-18,48.0,2,0,2020-08-01
1839,2020-08-20,48.0,1,0,2020-08-01
1840,2020-08-21,48.0,1,0,2020-08-01
1841,2020-08-24,48.0,1,0,2020-08-01
1842,2020-08-26,48.0,3,0,2020-08-01
1843,2020-08-31,49.0,6,0,2020-08-01
1844,2020-08-11,49.0,2,0,2020-08-01
1845,2020-08-19,49.0,45,"1,337",2020-08-01
1846,2020-08-20,49.0,49,"1,816",2020-08-01
1847,2020-08-21,49.0,32,"1,516",2020-08-01
1848,2020-08-23,49.0,32,0,2020-08-01
1849,2020-08-24,49.0,32,785,2020-08-01
1850,2020-08-25,49.0,30,401,2020-08-01
1851,2020-08-26,49.0,18,0,2020-08-01
1852,2020-08-27,49.0,35,"1,235",2020-08-01
1853,2020-08-28,49.0,33,"2,214",2020-08-01
1854,2020-08-31,49.0,19,733,2020-08-01
1855,2020-08-03,49.0,36,0,2020-08-01
1856,2020-08-04,49.0,46,0,2020-08-01
1857,2020-08-10,49.0,47,0,2020-08-01
1858,2020-08-11,49.0,43,0,2020-08-01
1859,2020-08-12,49.0,45,0,2020-08-01
1860,2020-08-13,49.0,49,0,2020-08-01
1861,2020-08-14,49.0,36,0,2020-08-01
1862,2020-08-17,49.0,53,0,2020-08-01
1863,2020-08-19,49.0,0,0,2020-08-01
1864,2020-08-25,49.0,2,0,2020-08-01
1865,2020-08-26,49.0,6,0,2020-08-01
1866,2020-08-27,49.0,3,0,2020-08-01
1867,2020-08-28,49.0,2,0,2020-08-01
1869,2020-08-01,49.0,51,0,2020-08-01
1870,2020-08-03,49.0,7,0,2020-08-01
1871,2020-08-09,49.0,60,0,2020-08-01
1872,2020-08-12,49.0,9,0,2020-08-01
1873,2020-08-13,49.0,4,0,2020-08-01
1874,2020-08-15,49.0,50,0,2020-08-01
1875,2020-08-17,49.0,1,0,2020-08-01
1876,2020-08-19,49.0,1,0,2020-08-01
1877,2020-08-25,49.0,13,0,2020-08-01
1878,2020-08-26,49.0,14,0,2020-08-01
1879,2020-08-27,49.0,10,0,2020-08-01
1880,2020-08-28,49.0,15,0,2020-08-01
1881,2020-08-30,49.0,19,0,2020-08-01
1882,2020-08-31,49.0,7,0,2020-08-01
1883,2020-08-01,49.0,6,0,2020-08-01
1885,2020-08-27,49.0,1,0,2020-08-01
1886,2020-08-30,49.0,3,0,2020-08-01
1887,2020-08-31,50.0,2,0,2020-08-01
1888,2020-08-03,50.0,13,0,2020-08-01
1889,2020-08-04,50.0,12,"1,852",2020-08-01
1890,2020-08-05,50.0,3,"1,473",2020-08-01
1891,2020-08-06,50.0,12,"1,751",2020-08-01
1892,2020-08-07,50.0,10,"2,985",2020-08-01
1893,2020-08-10,50.0,10,"2,062",2020-08-01
1894,2020-08-11,50.0,9,"1,442",2020-08-01
1895,2020-08-12,50.0,10,"3,254",2020-08-01
1896,2020-08-13,50.0,9,"2,450",2020-08-01
1897,2020-08-14,50.0,13,"2,452",2020-08-01
1898,2020-08-15,50.0,10,922,2020-08-01
1899,2020-08-17,50.0,14,"1,852",2020-08-01
1900,2020-08-18,50.0,12,"2,118",2020-08-01
1901,2020-08-24,50.0,13,"2,002",2020-08-01
1902,2020-08-25,50.0,13,0,2020-08-01
1903,2020-08-26,50.0,19,"3,835",2020-08-01
1904,2020-08-27,50.0,9,"2,631",2020-08-01
1905,2020-08-11,50.0,8,0,2020-08-01
1906,2020-08-12,50.0,4,0,2020-08-01
1907,2020-08-15,50.0,1,0,2020-08-01
1908,2020-08-17,50.0,7,0,2020-08-01
1909,2020-08-18,50.0,4,0,2020-08-01
1910,2020-08-19,50.0,1,0,2020-08-01
1911,2020-08-11,50.0,19,0,2020-08-01
1912,2020-08-12,50.0,27,0,2020-08-01
1913,2020-08-15,50.0,15,0,2020-08-01
1914,2020-08-17,50.0,11,0,2020-08-01
1915,2020-08-18,50.0,10,0,2020-08-01
1916,2020-08-19,50.0,5,0,2020-08-01
1917,2020-08-11,50.0,11,481,2020-08-01
1918,2020-08-12,50.0,6,197,2020-08-01
1919,2020-08-15,50.0,21,958,2020-08-01
1920,2020-08-17,50.0,17,415,2020-08-01
1921,2020-08-18,50.0,11,"1,576",2020-08-01
1922,2020-08-19,51.0,14,866,2020-08-01
1923,2020-08-07,51.0,4,0,2020-08-01
1924,2020-08-08,51.0,3,0,2020-08-01
1925,2020-08-11,51.0,10,0,2020-08-01
1926,2020-08-12,51.0,10,0,2020-08-01
1927,2020-08-13,51.0,2,0,2020-08-01
1928,2020-08-24,51.0,0,0,2020-08-01
1929,2020-08-25,51.0,1,0,2020-08-01
1930,2020-08-28,51.0,1,0,2020-08-01
1931,2020-08-29,51.0,1,0,2020-08-01
1932,2020-08-30,51.0,5,0,2020-08-01
1933,2020-08-07,51.0,16,0,2020-08-01
1934,2020-08-08,51.0,36,0,2020-08-01
1935,2020-08-11,51.0,34,0,2020-08-01
1936,2020-08-12,51.0,29,0,2020-08-01
1937,2020-08-13,51.0,4,0,2020-08-01
1938,2020-08-24,51.0,6,0,2020-08-01
1939,2020-08-25,51.0,8,0,2020-08-01
1940,2020-08-28,51.0,3,0,2020-08-01
1941,2020-08-30,51.0,75,0,2020-08-01
1942,2020-08-07,51.0,31,484,2020-08-01
1943,2020-08-08,51.0,23,593,2020-08-01
1944,2020-08-11,51.0,19,589,2020-08-01
1945,2020-08-12,51.0,19,728,2020-08-01
1946,2020-08-13,51.0,37,809,2020-08-01
1947,2020-08-24,51.0,26,837,2020-08-01
1948,2020-08-25,51.0,17,846,2020-08-01
1949,2020-08-28,51.0,29,645,2020-08-01
1950,2020-08-29,51.0,29,985,2020-08-01
1951,2020-08-30,51.0,2,0,2020-08-01
1952,2020-08-31,51.0,19,481,2020-08-01
1953,2020-08-31,51.0,1,0,2020-08-01
1954,2020-08-31,52.0,3,0,2020-08-01
1955,2020-08-20,52.0,0,0,2020-08-01
1956,2020-08-03,52.0,5,0,2020-08-01
1957,2020-08-04,52.0,1,0,2020-08-01
1958,2020-08-05,52.0,6,0,2020-08-01
1959,2020-08-06,52.0,3,0,2020-08-01
1960,2020-08-09,52.0,9,0,2020-08-01
1961,2020-08-10,52.0,8,0,2020-08-01
1962,2020-08-11,52.0,9,0,2020-08-01
1963,2020-08-12,52.0,11,0,2020-08-01
1964,2020-08-13,52.0,4,0,2020-08-01
1965,2020-08-14,52.0,2,0,2020-08-01
1966,2020-08-17,52.0,10,0,2020-08-01
1967,2020-08-18,52.0,3,0,2020-08-01
1968,2020-08-19,52.0,2,0,2020-08-01
1969,2020-08-20,52.0,1,0,2020-08-01
1970,2020-08-21,52.0,3,0,2020-08-01
1971,2020-08-22,52.0,0,0,2020-08-01
1972,2020-08-24,52.0,2,0,2020-08-01
1973,2020-08-25,52.0,3,0,2020-08-01
1974,2020-08-30,52.0,4,0,2020-08-01
1975,2020-08-31,52.0,0,0,2020-08-01
1976,2020-08-03,52.0,24,0,2020-08-01
1977,2020-08-04,52.0,27,0,2020-08-01
1978,2020-08-05,52.0,34,0,2020-08-01
1979,2020-08-06,52.0,33,0,2020-08-01
1980,2020-08-09,52.0,53,0,2020-08-01
1981,2020-08-10,52.0,37,0,2020-08-01
1982,2020-08-11,52.0,27,0,2020-08-01
1983,2020-08-12,52.0,21,0,2020-08-01
1984,2020-08-13,52.0,5,0,2020-08-01
1985,2020-08-14,52.0,17,0,2020-08-01
1986,2020-08-17,52.0,16,0,2020-08-01
1987,2020-08-18,52.0,24,0,2020-08-01
1988,2020-08-19,52.0,4,0,2020-08-01
1989,2020-08-20,52.0,7,0,2020-08-01
1990,2020-08-21,52.0,4,0,2020-08-01
1991,2020-08-22,52.0,13,0,2020-08-01
1992,2020-08-24,52.0,13,0,2020-08-01
1993,2020-08-25,52.0,19,0,2020-08-01
1994,2020-08-30,52.0,60,0,2020-08-01
1995,2020-08-31,52.0,6,0,2020-08-01
1996,2020-08-03,52.0,1,0,2020-08-01
1997,2020-08-04,52.0,11,"1,370",2020-08-01
1998,2020-08-05,52.0,8,714,2020-08-01
1999,2020-08-06,52.0,6,"1,358",2020-08-01
2000,2020-08-09,52.0,10,0,2020-08-01
2001,2020-08-10,52.0,8,844,2020-08-01
2002,2020-08-11,52.0,7,"4,421",2020-08-01
2003,2020-08-12,52.0,9,408,2020-08-01
2004,2020-08-13,52.0,30,704,2020-08-01
2005,2020-08-14,52.0,16,"1,099",2020-08-01
2006,2020-08-17,52.0,18,806,2020-08-01
2007,2020-08-18,52.0,20,"1,261",2020-08-01
2008,2020-08-19,52.0,23,"1,149",2020-08-01
2009,2020-08-20,52.0,13,863,2020-08-01
2010,2020-08-21,52.0,17,"1,203",2020-08-01
2011,2020-08-22,52.0,27,"1,080",2020-08-01
2012,2020-08-24,52.0,20,795,2020-08-01
2013,2020-08-25,52.0,8,"1,991",2020-08-01
2014,2020-08-30,52.0,2,0,2020-08-01
2015,2020-08-31,286.0,18,"2,030",2020-08-01
2016,2020-08-03,286.0,39,422,2020-08-01
2017,2020-08-04,286.0,18,531,2020-08-01
2018,2020-08-05,286.0,25,584,2020-08-01
2019,2020-08-06,286.0,25,369,2020-08-01
2020,2020-08-07,286.0,26,507,2020-08-01
2021,2020-08-08,286.0,34,428,2020-08-01
2022,2020-08-10,286.0,34,556,2020-08-01
2023,2020-08-11,286.0,30,408,2020-08-01
2024,2020-08-12,53.0,24,473,2020-08-01
2025,2020-08-03,53.0,9,"1,716",2020-08-01
2026,2020-08-04,53.0,11,"1,136",2020-08-01
2027,2020-08-08,53.0,9,"1,211",2020-08-01
2028,2020-08-10,53.0,12,955,2020-08-01
2029,2020-08-11,53.0,6,906,2020-08-01
2030,2020-08-12,53.0,7,703,2020-08-01
2031,2020-08-17,53.0,10,"1,371",2020-08-01
2032,2020-08-18,53.0,10,"1,061",2020-08-01
2033,2020-08-19,53.0,10,"1,406",2020-08-01
2034,2020-08-24,53.0,9,"1,132",2020-08-01
2035,2020-08-25,53.0,8,819,2020-08-01
2036,2020-08-18,53.0,1,0,2020-08-01
2037,2020-08-18,298.0,4,0,2020-08-01
2038,2020-08-03,298.0,33,0,2020-08-01
2039,2020-08-04,298.0,37,0,2020-08-01
2040,2020-08-06,298.0,18,0,2020-08-01
2041,2020-08-08,298.0,35,0,2020-08-01
2042,2020-08-10,298.0,22,0,2020-08-01
2043,2020-08-11,298.0,26,0,2020-08-01
2044,2020-08-12,298.0,22,0,2020-08-01
2045,2020-08-13,298.0,37,0,2020-08-01
2046,2020-08-14,298.0,24,0,2020-08-01
2047,2020-08-18,298.0,26,0,2020-08-01
2048,2020-08-19,266.0,27,0,2020-08-01
2049,2020-08-03,266.0,19,"1,123",2020-08-01
2050,2020-08-04,266.0,18,0,2020-08-01
2051,2020-08-05,266.0,8,852,2020-08-01
2052,2020-08-06,266.0,21,863,2020-08-01
2053,2020-08-07,266.0,17,"1,686",2020-08-01
2054,2020-08-15,266.0,19,"1,190",2020-08-01
2055,2020-08-17,266.0,16,988,2020-08-01
2056,2020-08-18,266.0,20,914,2020-08-01
2057,2020-08-21,266.0,1,0,2020-08-01
2058,2020-08-28,266.0,8,0,2020-08-01
2059,2020-08-31,266.0,13,"1,646",2020-08-01
2060,2020-08-31,54.0,2,0,2020-08-01
2061,2020-08-21,54.0,0,0,2020-08-01
2062,2020-08-20,54.0,0,84,2020-08-01
2063,2020-08-21,54.0,0,139,2020-08-01
2064,2020-08-24,54.0,0,178,2020-08-01
2065,2020-08-20,54.0,0,146,2020-08-01
2066,2020-08-03,54.0,10,0,2020-08-01
2067,2020-08-04,54.0,8,0,2020-08-01
2068,2020-08-06,54.0,5,0,2020-08-01
2069,2020-08-07,54.0,4,0,2020-08-01
2070,2020-08-09,54.0,8,0,2020-08-01
2071,2020-08-10,54.0,7,0,2020-08-01
2072,2020-08-11,54.0,5,0,2020-08-01
2073,2020-08-17,54.0,3,0,2020-08-01
2074,2020-08-18,54.0,2,0,2020-08-01
2075,2020-08-19,54.0,2,0,2020-08-01
2076,2020-08-20,54.0,2,0,2020-08-01
2077,2020-08-21,54.0,2,0,2020-08-01
2078,2020-08-25,54.0,0,0,2020-08-01
2079,2020-08-26,54.0,2,0,2020-08-01
2080,2020-08-27,54.0,1,0,2020-08-01
2081,2020-08-28,54.0,1,0,2020-08-01
2083,2020-08-03,54.0,40,0,2020-08-01
2084,2020-08-04,54.0,29,0,2020-08-01
2085,2020-08-06,54.0,23,0,2020-08-01
2086,2020-08-07,54.0,30,0,2020-08-01
2087,2020-08-09,54.0,61,0,2020-08-01
2088,2020-08-10,54.0,48,0,2020-08-01
2089,2020-08-11,54.0,29,0,2020-08-01
2091,2020-08-18,54.0,5,0,2020-08-01
2092,2020-08-19,54.0,8,0,2020-08-01
2093,2020-08-20,54.0,7,0,2020-08-01
2094,2020-08-21,54.0,1,0,2020-08-01
2095,2020-08-22,54.0,4,0,2020-08-01
2096,2020-08-24,54.0,2,0,2020-08-01
2097,2020-08-25,54.0,1,0,2020-08-01
2098,2020-08-26,54.0,4,0,2020-08-01
2099,2020-08-27,54.0,13,0,2020-08-01
2100,2020-08-28,54.0,4,0,2020-08-01
2101,2020-08-31,54.0,11,0,2020-08-01
2102,2020-08-03,54.0,10,717,2020-08-01
2103,2020-08-04,54.0,28,686,2020-08-01
2104,2020-08-06,54.0,13,819,2020-08-01
2105,2020-08-07,54.0,22,699,2020-08-01
2106,2020-08-09,54.0,10,0,2020-08-01
2107,2020-08-10,54.0,15,"1,026",2020-08-01
2108,2020-08-11,54.0,15,733,2020-08-01
2109,2020-08-17,54.0,39,845,2020-08-01
2110,2020-08-18,54.0,43,665,2020-08-01
2111,2020-08-19,54.0,28,612,2020-08-01
2112,2020-08-20,54.0,36,512,2020-08-01
2113,2020-08-21,54.0,29,854,2020-08-01
2114,2020-08-22,54.0,53,687,2020-08-01
2115,2020-08-24,54.0,39,580,2020-08-01
2116,2020-08-25,54.0,42,516,2020-08-01
2117,2020-08-26,54.0,39,446,2020-08-01
2118,2020-08-27,54.0,36,634,2020-08-01
2119,2020-08-28,54.0,38,791,2020-08-01
2120,2020-08-31,55.0,40,665,2020-08-01
2121,2020-08-05,55.0,13,0,2020-08-01
2122,2020-08-06,55.0,14,0,2020-08-01
2123,2020-08-07,55.0,18,0,2020-08-01
2124,2020-08-10,55.0,12,0,2020-08-01
2125,2020-08-11,55.0,18,0,2020-08-01
2126,2020-08-12,55.0,0,0,2020-08-01
2127,2020-08-13,55.0,22,0,2020-08-01
2128,2020-08-14,55.0,3,0,2020-08-01
2129,2020-08-18,55.0,13,0,2020-08-01
2130,2020-08-20,55.0,14,0,2020-08-01
2131,2020-08-21,55.0,0,0,2020-08-01
2132,2020-08-24,55.0,14,0,2020-08-01
2133,2020-08-25,55.0,3,0,2020-08-01
2134,2020-08-26,55.0,31,0,2020-08-01
2135,2020-08-18,55.0,1,0,2020-08-01
2136,2020-08-24,55.0,4,0,2020-08-01
2138,2020-08-18,55.0,0,0,2020-08-01
2139,2020-08-24,55.0,3,0,2020-08-01
2140,2020-08-25,180.0,3,0,2020-08-01
2141,2020-08-20,180.0,0,442,2020-08-01
2142,2020-08-05,180.0,36,651,2020-08-01
2143,2020-08-06,180.0,28,964,2020-08-01
2144,2020-08-07,180.0,33,633,2020-08-01
2145,2020-08-08,180.0,21,"1,102",2020-08-01
2146,2020-08-12,180.0,22,"1,136",2020-08-01
2147,2020-08-13,180.0,21,"1,378",2020-08-01
2148,2020-08-14,180.0,19,"1,453",2020-08-01
2149,2020-08-15,180.0,37,"1,364",2020-08-01
2150,2020-08-18,180.0,34,"1,349",2020-08-01
2151,2020-08-20,180.0,24,826,2020-08-01
2152,2020-08-21,180.0,28,"1,186",2020-08-01
2153,2020-08-25,180.0,23,"1,507",2020-08-01
2154,2020-08-26,180.0,37,954,2020-08-01
2155,2020-08-27,180.0,33,875,2020-08-01
2156,2020-08-28,180.0,41,"1,023",2020-08-01
2157,2020-08-31,180.0,27,"1,087",2020-08-01
2158,2020-08-18,180.0,2,0,2020-08-01
2159,2020-08-31,180.0,2,0,2020-08-01
2160,2020-08-18,180.0,3,0,2020-08-01
2161,2020-08-31,221.0,1,0,2020-08-01
2162,2020-08-20,221.0,0,39,2020-08-01
2163,2020-08-14,221.0,3,0,2020-08-01
2164,2020-08-17,221.0,2,0,2020-08-01
2165,2020-08-18,221.0,5,0,2020-08-01
2166,2020-08-19,221.0,3,0,2020-08-01
2167,2020-08-20,221.0,0,0,2020-08-01
