DATE,START_TIME,END_TIME,USAGE,COST_dollar
3/31/2017,15:00,15:14,0.03,0.01
3/31/2017,15:15,15:29,0.03,0.01
3/31/2017,15:30,15:44,0.03,0.01
3/31/2017,15:45,15:59,0.03,0.01
3/31/2017,16:00,16:14,0.02,0.00
3/31/2017,16:15,16:29,0.02,0.00
3/31/2017,16:30,16:44,0.02,0.00
3/31/2017,16:45,16:59,0.02,0.00
3/31/2017,17:00,17:14,0.02,0.00
3/31/2017,17:15,17:29,0.02,0.00
3/31/2017,17:30,17:44,0.02,0.00
3/31/2017,17:45,17:59,0.02,0.00
3/31/2017,18:00,18:14,0.02,0.00
3/31/2017,18:15,18:29,0.02,0.00
3/31/2017,18:30,18:44,0.02,0.00
3/31/2017,18:45,18:59,0.02,0.00
3/31/2017,19:00,19:14,0.02,0.00
3/31/2017,19:15,19:29,0.02,0.00
3/31/2017,19:30,19:44,0.02,0.00
3/31/2017,19:45,19:59,0.02,0.00
3/31/2017,20:00,20:14,0.96,0.19
3/31/2017,20:15,20:29,0.96,0.19
3/31/2017,20:30,20:44,0.96,0.19
3/31/2017,20:45,20:59,0.96,0.19
3/31/2017,21:00,21:14,0.65,0.13
3/31/2017,21:15,21:29,0.65,0.13
3/31/2017,21:30,21:44,0.65,0.13
3/31/2017,21:45,21:59,0.65,0.13
3/31/2017,22:00,22:14,0.06,0.01
3/31/2017,22:15,22:29,0.06,0.01
3/31/2017,22:30,22:44,0.06,0.01
3/31/2017,22:45,22:59,0.06,0.01
3/31/2017,23:00,23:14,0.02,0.00
3/31/2017,23:15,23:29,0.02,0.00
3/31/2017,23:30,23:44,0.02,0.00
3/31/2017,23:45,23:59,0.02,0.00
4/1/2017,0:00,0:14,0.04,0.01
4/1/2017,0:15,0:29,0.04,0.01
4/1/2017,0:30,0:44,0.04,0.01
4/1/2017,0:45,0:59,0.04,0.01
4/1/2017,1:00,1:14,0.02,0.00
4/1/2017,1:15,1:29,0.02,0.00
4/1/2017,1:30,1:44,0.02,0.00
4/1/2017,1:45,1:59,0.02,0.00
4/1/2017,2:00,2:14,0.03,0.01
4/1/2017,2:15,2:29,0.03,0.01
4/1/2017,2:30,2:44,0.03,0.01
4/1/2017,2:45,2:59,0.03,0.01
4/1/2017,3:00,3:14,0.02,0.00
4/1/2017,3:15,3:29,0.02,0.00
4/1/2017,3:30,3:44,0.02,0.00
4/1/2017,3:45,3:59,0.02,0.00
4/1/2017,4:00,4:14,0.02,0.00
4/1/2017,4:15,4:29,0.02,0.00
4/1/2017,4:30,4:44,0.02,0.00
4/1/2017,4:45,4:59,0.02,0.00
4/1/2017,5:00,5:14,0.03,0.01
4/1/2017,5:15,5:29,0.03,0.01
4/1/2017,5:30,5:44,0.03,0.01
4/1/2017,5:45,5:59,0.03,0.01
4/1/2017,6:00,6:14,0.02,0.00
4/1/2017,6:15,6:29,0.02,0.00
4/1/2017,6:30,6:44,0.02,0.00
4/1/2017,6:45,6:59,0.02,0.00
4/1/2017,7:00,7:14,0.07,0.01
4/1/2017,7:15,7:29,0.07,0.01
4/1/2017,7:30,7:44,0.07,0.01
4/1/2017,7:45,7:59,0.07,0.01
4/1/2017,8:00,8:14,0.03,0.01
4/1/2017,8:15,8:29,0.03,0.01
4/1/2017,8:30,8:44,0.03,0.01
4/1/2017,8:45,8:59,0.03,0.01
4/1/2017,9:00,9:14,0.31,0.06
4/1/2017,9:15,9:29,0.31,0.06
4/1/2017,9:30,9:44,0.31,0.06
4/1/2017,9:45,9:59,0.31,0.06
4/1/2017,10:00,10:14,0.05,0.01
4/1/2017,10:15,10:29,0.05,0.01
4/1/2017,10:30,10:44,0.05,0.01
4/1/2017,10:45,10:59,0.05,0.01
4/1/2017,11:00,11:14,0.02,0.00
4/1/2017,11:15,11:29,0.02,0.00
4/1/2017,11:30,11:44,0.02,0.00
4/1/2017,11:45,11:59,0.02,0.00
4/1/2017,12:00,12:14,0.01,0.00
4/1/2017,12:15,12:29,0.01,0.00
4/1/2017,12:30,12:44,0.01,0.00
4/1/2017,12:45,12:59,0.01,0.00
4/1/2017,13:00,13:14,0.02,0.00
4/1/2017,13:15,13:29,0.02,0.00
4/1/2017,13:30,13:44,0.02,0.00
4/1/2017,13:45,13:59,0.02,0.00
4/1/2017,14:00,14:14,0.02,0.00
4/1/2017,14:15,14:29,0.02,0.00
4/1/2017,14:30,14:44,0.02,0.00
4/1/2017,14:45,14:59,0.02,0.00
4/1/2017,15:00,15:14,0.01,0.00
4/1/2017,15:15,15:29,0.01,0.00
4/1/2017,15:30,15:44,0.01,0.00
4/1/2017,15:45,15:59,0.01,0.00
4/1/2017,16:00,16:14,0.02,0.00
4/1/2017,16:15,16:29,0.02,0.00
4/1/2017,16:30,16:44,0.02,0.00
4/1/2017,16:45,16:59,0.02,0.00
4/1/2017,17:00,17:14,0.02,0.00
4/1/2017,17:15,17:29,0.02,0.00
4/1/2017,17:30,17:44,0.02,0.00
4/1/2017,17:45,17:59,0.02,0.00
4/1/2017,18:00,18:14,0.01,0.00
4/1/2017,18:15,18:29,0.01,0.00
4/1/2017,18:30,18:44,0.01,0.00
4/1/2017,18:45,18:59,0.01,0.00
4/1/2017,19:00,19:14,0.05,0.01
4/1/2017,19:15,19:29,0.05,0.01
4/1/2017,19:30,19:44,0.05,0.01
4/1/2017,19:45,19:59,0.05,0.01
4/1/2017,20:00,20:14,0.03,0.01
4/1/2017,20:15,20:29,0.03,0.01
4/1/2017,20:30,20:44,0.03,0.01
4/1/2017,20:45,20:59,0.03,0.01
4/1/2017,21:00,21:14,0.08,0.02
4/1/2017,21:15,21:29,0.08,0.02
4/1/2017,21:30,21:44,0.08,0.02
4/1/2017,21:45,21:59,0.08,0.02
4/1/2017,22:00,22:14,0.06,0.01
4/1/2017,22:15,22:29,0.06,0.01
4/1/2017,22:30,22:44,0.06,0.01
4/1/2017,22:45,22:59,0.06,0.01
4/1/2017,23:00,23:14,0.14,0.03
4/1/2017,23:15,23:29,0.14,0.03
4/1/2017,23:30,23:44,0.14,0.03
4/1/2017,23:45,23:59,0.14,0.03
4/2/2017,0:00,0:14,0.05,0.01
4/2/2017,0:15,0:29,0.05,0.01
4/2/2017,0:30,0:44,0.05,0.01
4/2/2017,0:45,0:59,0.05,0.01
4/2/2017,1:00,1:14,0.03,0.01
4/2/2017,1:15,1:29,0.03,0.01
4/2/2017,1:30,1:44,0.03,0.01
4/2/2017,1:45,1:59,0.03,0.01
4/2/2017,2:00,2:14,0.02,0.00
4/2/2017,2:15,2:29,0.02,0.00
4/2/2017,2:30,2:44,0.02,0.00
4/2/2017,2:45,2:59,0.02,0.00
4/2/2017,3:00,3:14,0.02,0.00
4/2/2017,3:15,3:29,0.02,0.00
4/2/2017,3:30,3:44,0.02,0.00
4/2/2017,3:45,3:59,0.02,0.00
4/2/2017,4:00,4:14,0.02,0.00
4/2/2017,4:15,4:29,0.02,0.00
4/2/2017,4:30,4:44,0.02,0.00
4/2/2017,4:45,4:59,0.02,0.00
4/2/2017,5:00,5:14,0.02,0.00
4/2/2017,5:15,5:29,0.02,0.00
4/2/2017,5:30,5:44,0.02,0.00
4/2/2017,5:45,5:59,0.02,0.00
4/2/2017,6:00,6:14,0.02,0.00
4/2/2017,6:15,6:29,0.02,0.00
4/2/2017,6:30,6:44,0.02,0.00
4/2/2017,6:45,6:59,0.02,0.00
4/2/2017,7:00,7:14,0.02,0.00
4/2/2017,7:15,7:29,0.02,0.00
4/2/2017,7:30,7:44,0.02,0.00
4/2/2017,7:45,7:59,0.02,0.00
4/2/2017,8:00,8:14,0.02,0.00
4/2/2017,8:15,8:29,0.02,0.00
4/2/2017,8:30,8:44,0.02,0.00
4/2/2017,8:45,8:59,0.02,0.00
4/2/2017,9:00,9:14,0.03,0.01
4/2/2017,9:15,9:29,0.03,0.01
4/2/2017,9:30,9:44,0.03,0.01
4/2/2017,9:45,9:59,0.03,0.01
4/2/2017,10:00,10:14,0.15,0.03
4/2/2017,10:15,10:29,0.15,0.03
4/2/2017,10:30,10:44,0.15,0.03
4/2/2017,10:45,10:59,0.15,0.03
4/2/2017,11:00,11:14,0.05,0.01
4/2/2017,11:15,11:29,0.05,0.01
4/2/2017,11:30,11:44,0.05,0.01
4/2/2017,11:45,11:59,0.05,0.01
4/2/2017,12:00,12:14,0.04,0.01
4/2/2017,12:15,12:29,0.04,0.01
4/2/2017,12:30,12:44,0.04,0.01
4/2/2017,12:45,12:59,0.04,0.01
4/2/2017,13:00,13:14,0.16,0.03
4/2/2017,13:15,13:29,0.16,0.03
4/2/2017,13:30,13:44,0.16,0.03
4/2/2017,13:45,13:59,0.16,0.03
4/2/2017,14:00,14:14,0.3,0.06
4/2/2017,14:15,14:29,0.3,0.06
4/2/2017,14:30,14:44,0.3,0.06
4/2/2017,14:45,14:59,0.3,0.06
4/2/2017,15:00,15:14,0.1,0.02
4/2/2017,15:15,15:29,0.1,0.02
4/2/2017,15:30,15:44,0.1,0.02
4/2/2017,15:45,15:59,0.1,0.02
4/2/2017,16:00,16:14,0.02,0.00
4/2/2017,16:15,16:29,0.02,0.00
4/2/2017,16:30,16:44,0.02,0.00
4/2/2017,16:45,16:59,0.02,0.00
4/2/2017,17:00,17:14,0.03,0.01
4/2/2017,17:15,17:29,0.03,0.01
4/2/2017,17:30,17:44,0.03,0.01
4/2/2017,17:45,17:59,0.03,0.01
4/2/2017,18:00,18:14,0.02,0.00
4/2/2017,18:15,18:29,0.02,0.00
4/2/2017,18:30,18:44,0.02,0.00
4/2/2017,18:45,18:59,0.02,0.00
4/2/2017,19:00,19:14,0.11,0.02
4/2/2017,19:15,19:29,0.11,0.02
4/2/2017,19:30,19:44,0.11,0.02
4/2/2017,19:45,19:59,0.11,0.02
4/2/2017,20:00,20:14,0.15,0.03
4/2/2017,20:15,20:29,0.15,0.03
4/2/2017,20:30,20:44,0.15,0.03
4/2/2017,20:45,20:59,0.15,0.03
4/2/2017,21:00,21:14,0.1,0.02
4/2/2017,21:15,21:29,0.1,0.02
4/2/2017,21:30,21:44,0.1,0.02
4/2/2017,21:45,21:59,0.1,0.02
4/2/2017,22:00,22:14,0.07,0.01
4/2/2017,22:15,22:29,0.07,0.01
4/2/2017,22:30,22:44,0.07,0.01
4/2/2017,22:45,22:59,0.07,0.01
4/2/2017,23:00,23:14,0.07,0.01
4/2/2017,23:15,23:29,0.07,0.01
4/2/2017,23:30,23:44,0.07,0.01
4/2/2017,23:45,23:59,0.07,0.01
4/3/2017,0:00,0:14,0.07,0.01
4/3/2017,0:15,0:29,0.07,0.01
4/3/2017,0:30,0:44,0.07,0.01
4/3/2017,0:45,0:59,0.07,0.01
4/3/2017,1:00,1:14,0.06,0.01
4/3/2017,1:15,1:29,0.06,0.01
4/3/2017,1:30,1:44,0.06,0.01
4/3/2017,1:45,1:59,0.06,0.01
4/3/2017,2:00,2:14,0.03,0.01
4/3/2017,2:15,2:29,0.03,0.01
4/3/2017,2:30,2:44,0.03,0.01
4/3/2017,2:45,2:59,0.03,0.01
4/3/2017,3:00,3:14,0.03,0.01
4/3/2017,3:15,3:29,0.03,0.01
4/3/2017,3:30,3:44,0.03,0.01
4/3/2017,3:45,3:59,0.03,0.01
4/3/2017,4:00,4:14,0.02,0.00
4/3/2017,4:15,4:29,0.02,0.00
4/3/2017,4:30,4:44,0.02,0.00
4/3/2017,4:45,4:59,0.02,0.00
4/3/2017,5:00,5:14,0.03,0.01
4/3/2017,5:15,5:29,0.03,0.01
4/3/2017,5:30,5:44,0.03,0.01
4/3/2017,5:45,5:59,0.03,0.01
4/3/2017,6:00,6:14,0.04,0.01
4/3/2017,6:15,6:29,0.04,0.01
4/3/2017,6:30,6:44,0.04,0.01
4/3/2017,6:45,6:59,0.04,0.01
4/3/2017,7:00,7:14,0.07,0.01
4/3/2017,7:15,7:29,0.07,0.01
4/3/2017,7:30,7:44,0.07,0.01
4/3/2017,7:45,7:59,0.07,0.01
4/3/2017,8:00,8:14,0.08,0.02
4/3/2017,8:15,8:29,0.08,0.02
4/3/2017,8:30,8:44,0.08,0.02
4/3/2017,8:45,8:59,0.08,0.02
4/3/2017,9:00,9:14,0.08,0.02
4/3/2017,9:15,9:29,0.08,0.02
4/3/2017,9:30,9:44,0.08,0.02
4/3/2017,9:45,9:59,0.08,0.02
4/3/2017,10:00,10:14,0.04,0.01
4/3/2017,10:15,10:29,0.04,0.01
4/3/2017,10:30,10:44,0.04,0.01
4/3/2017,10:45,10:59,0.04,0.01
4/3/2017,11:00,11:14,0.02,0.00
4/3/2017,11:15,11:29,0.02,0.00
4/3/2017,11:30,11:44,0.02,0.00
4/3/2017,11:45,11:59,0.02,0.00
4/3/2017,12:00,12:14,0.01,0.00
4/3/2017,12:15,12:29,0.01,0.00
4/3/2017,12:30,12:44,0.01,0.00
4/3/2017,12:45,12:59,0.01,0.00
4/3/2017,13:00,13:14,0.02,0.00
4/3/2017,13:15,13:29,0.02,0.00
4/3/2017,13:30,13:44,0.02,0.00
4/3/2017,13:45,13:59,0.02,0.00
4/3/2017,14:00,14:14,0.02,0.00
4/3/2017,14:15,14:29,0.02,0.00
4/3/2017,14:30,14:44,0.02,0.00
4/3/2017,14:45,14:59,0.02,0.00
4/3/2017,15:00,15:14,0.01,0.00
4/3/2017,15:15,15:29,0.01,0.00
4/3/2017,15:30,15:44,0.01,0.00
4/3/2017,15:45,15:59,0.01,0.00
4/3/2017,16:00,16:14,0.02,0.00
4/3/2017,16:15,16:29,0.02,0.00
4/3/2017,16:30,16:44,0.02,0.00
4/3/2017,16:45,16:59,0.02,0.00
4/3/2017,17:00,17:14,0.02,0.00
4/3/2017,17:15,17:29,0.02,0.00
4/3/2017,17:30,17:44,0.02,0.00
4/3/2017,17:45,17:59,0.02,0.00
4/3/2017,18:00,18:14,0.08,0.02
4/3/2017,18:15,18:29,0.08,0.02
4/3/2017,18:30,18:44,0.08,0.02
4/3/2017,18:45,18:59,0.08,0.02
4/3/2017,19:00,19:14,0.04,0.01
4/3/2017,19:15,19:29,0.04,0.01
4/3/2017,19:30,19:44,0.04,0.01
4/3/2017,19:45,19:59,0.04,0.01
4/3/2017,20:00,20:14,0.49,0.10
4/3/2017,20:15,20:29,0.49,0.10
4/3/2017,20:30,20:44,0.49,0.10
4/3/2017,20:45,20:59,0.49,0.10
4/3/2017,21:00,21:14,0.21,0.04
4/3/2017,21:15,21:29,0.21,0.04
4/3/2017,21:30,21:44,0.21,0.04
4/3/2017,21:45,21:59,0.21,0.04
4/3/2017,22:00,22:14,0.03,0.01
4/3/2017,22:15,22:29,0.03,0.01
4/3/2017,22:30,22:44,0.03,0.01
4/3/2017,22:45,22:59,0.03,0.01
4/3/2017,23:00,23:14,0.03,0.01
4/3/2017,23:15,23:29,0.03,0.01
4/3/2017,23:30,23:44,0.03,0.01
4/3/2017,23:45,23:59,0.03,0.01
4/4/2017,0:00,0:14,0.03,0.01
4/4/2017,0:15,0:29,0.03,0.01
4/4/2017,0:30,0:44,0.03,0.01
4/4/2017,0:45,0:59,0.03,0.01
4/4/2017,1:00,1:14,0.03,0.01
4/4/2017,1:15,1:29,0.03,0.01
4/4/2017,1:30,1:44,0.03,0.01
4/4/2017,1:45,1:59,0.03,0.01
4/4/2017,2:00,2:14,0.03,0.01
4/4/2017,2:15,2:29,0.03,0.01
4/4/2017,2:30,2:44,0.03,0.01
4/4/2017,2:45,2:59,0.03,0.01
4/4/2017,3:00,3:14,0.03,0.01
4/4/2017,3:15,3:29,0.03,0.01
4/4/2017,3:30,3:44,0.03,0.01
4/4/2017,3:45,3:59,0.03,0.01
4/4/2017,4:00,4:14,0.02,0.00
4/4/2017,4:15,4:29,0.02,0.00
4/4/2017,4:30,4:44,0.02,0.00
4/4/2017,4:45,4:59,0.02,0.00
4/4/2017,5:00,5:14,0.03,0.01
4/4/2017,5:15,5:29,0.03,0.01
4/4/2017,5:30,5:44,0.03,0.01
4/4/2017,5:45,5:59,0.03,0.01
4/4/2017,6:00,6:14,0.03,0.01
4/4/2017,6:15,6:29,0.03,0.01
4/4/2017,6:30,6:44,0.03,0.01
4/4/2017,6:45,6:59,0.03,0.01
4/4/2017,7:00,7:14,1.03,0.21
4/4/2017,7:15,7:29,1.03,0.21
4/4/2017,7:30,7:44,1.03,0.21
4/4/2017,7:45,7:59,1.03,0.21
4/4/2017,8:00,8:14,0.17,0.03
4/4/2017,8:15,8:29,0.17,0.03
4/4/2017,8:30,8:44,0.17,0.03
4/4/2017,8:45,8:59,0.17,0.03
4/4/2017,9:00,9:14,0.05,0.01
4/4/2017,9:15,9:29,0.05,0.01
4/4/2017,9:30,9:44,0.05,0.01
4/4/2017,9:45,9:59,0.05,0.01
4/4/2017,10:00,10:14,0.03,0.01
4/4/2017,10:15,10:29,0.03,0.01
4/4/2017,10:30,10:44,0.03,0.01
4/4/2017,10:45,10:59,0.03,0.01
4/4/2017,11:00,11:14,0.02,0.00
4/4/2017,11:15,11:29,0.02,0.00
4/4/2017,11:30,11:44,0.02,0.00
4/4/2017,11:45,11:59,0.02,0.00
4/4/2017,12:00,12:14,0.02,0.00
4/4/2017,12:15,12:29,0.02,0.00
4/4/2017,12:30,12:44,0.02,0.00
4/4/2017,12:45,12:59,0.02,0.00
4/4/2017,13:00,13:14,0.02,0.00
4/4/2017,13:15,13:29,0.02,0.00
4/4/2017,13:30,13:44,0.02,0.00
4/4/2017,13:45,13:59,0.02,0.00
4/4/2017,14:00,14:14,0.01,0.00
4/4/2017,14:15,14:29,0.01,0.00
4/4/2017,14:30,14:44,0.01,0.00
4/4/2017,14:45,14:59,0.01,0.00
4/4/2017,15:00,15:14,0.02,0.00
4/4/2017,15:15,15:29,0.02,0.00
4/4/2017,15:30,15:44,0.02,0.00
4/4/2017,15:45,15:59,0.02,0.00
4/4/2017,16:00,16:14,0.01,0.00
4/4/2017,16:15,16:29,0.01,0.00
4/4/2017,16:30,16:44,0.01,0.00
4/4/2017,16:45,16:59,0.01,0.00
4/4/2017,17:00,17:14,0.02,0.00
4/4/2017,17:15,17:29,0.02,0.00
4/4/2017,17:30,17:44,0.02,0.00
4/4/2017,17:45,17:59,0.02,0.00
4/4/2017,18:00,18:14,0.03,0.01
4/4/2017,18:15,18:29,0.03,0.01
4/4/2017,18:30,18:44,0.03,0.01
4/4/2017,18:45,18:59,0.03,0.01
4/4/2017,19:00,19:14,0.05,0.01
4/4/2017,19:15,19:29,0.05,0.01
4/4/2017,19:30,19:44,0.05,0.01
4/4/2017,19:45,19:59,0.05,0.01
4/4/2017,20:00,20:14,0.07,0.01
4/4/2017,20:15,20:29,0.07,0.01
4/4/2017,20:30,20:44,0.07,0.01
4/4/2017,20:45,20:59,0.07,0.01
4/4/2017,21:00,21:14,0.04,0.01
4/4/2017,21:15,21:29,0.04,0.01
4/4/2017,21:30,21:44,0.04,0.01
4/4/2017,21:45,21:59,0.04,0.01
4/4/2017,22:00,22:14,0.05,0.01
4/4/2017,22:15,22:29,0.05,0.01
4/4/2017,22:30,22:44,0.05,0.01
4/4/2017,22:45,22:59,0.05,0.01
4/4/2017,23:00,23:14,0.04,0.01
4/4/2017,23:15,23:29,0.04,0.01
4/4/2017,23:30,23:44,0.04,0.01
4/4/2017,23:45,23:59,0.04,0.01
4/5/2017,0:00,0:14,0.03,0.01
4/5/2017,0:15,0:29,0.03,0.01
4/5/2017,0:30,0:44,0.03,0.01
4/5/2017,0:45,0:59,0.03,0.01
4/5/2017,1:00,1:14,0.02,0.00
4/5/2017,1:15,1:29,0.02,0.00
4/5/2017,1:30,1:44,0.02,0.00
4/5/2017,1:45,1:59,0.02,0.00
4/5/2017,2:00,2:14,0.03,0.01
4/5/2017,2:15,2:29,0.03,0.01
4/5/2017,2:30,2:44,0.03,0.01
4/5/2017,2:45,2:59,0.03,0.01
4/5/2017,3:00,3:14,0.02,0.00
4/5/2017,3:15,3:29,0.02,0.00
4/5/2017,3:30,3:44,0.02,0.00
4/5/2017,3:45,3:59,0.02,0.00
4/5/2017,4:00,4:14,0.03,0.01
4/5/2017,4:15,4:29,0.03,0.01
4/5/2017,4:30,4:44,0.03,0.01
4/5/2017,4:45,4:59,0.03,0.01
4/5/2017,5:00,5:14,0.03,0.01
4/5/2017,5:15,5:29,0.03,0.01
4/5/2017,5:30,5:44,0.03,0.01
4/5/2017,5:45,5:59,0.03,0.01
4/5/2017,6:00,6:14,0.03,0.01
4/5/2017,6:15,6:29,0.03,0.01
4/5/2017,6:30,6:44,0.03,0.01
4/5/2017,6:45,6:59,0.03,0.01
4/5/2017,7:00,7:14,0.07,0.01
4/5/2017,7:15,7:29,0.07,0.01
4/5/2017,7:30,7:44,0.07,0.01
4/5/2017,7:45,7:59,0.07,0.01
4/5/2017,8:00,8:14,0.37,0.07
4/5/2017,8:15,8:29,0.37,0.07
4/5/2017,8:30,8:44,0.37,0.07
4/5/2017,8:45,8:59,0.37,0.07
4/5/2017,9:00,9:14,0.07,0.01
4/5/2017,9:15,9:29,0.07,0.01
4/5/2017,9:30,9:44,0.07,0.01
4/5/2017,9:45,9:59,0.07,0.01
4/5/2017,10:00,10:14,0.02,0.00
4/5/2017,10:15,10:29,0.02,0.00
4/5/2017,10:30,10:44,0.02,0.00
4/5/2017,10:45,10:59,0.02,0.00
4/5/2017,11:00,11:14,0.03,0.01
4/5/2017,11:15,11:29,0.03,0.01
4/5/2017,11:30,11:44,0.03,0.01
4/5/2017,11:45,11:59,0.03,0.01
4/5/2017,12:00,12:14,0.03,0.01
4/5/2017,12:15,12:29,0.03,0.01
4/5/2017,12:30,12:44,0.03,0.01
4/5/2017,12:45,12:59,0.03,0.01
4/5/2017,13:00,13:14,0.02,0.00
4/5/2017,13:15,13:29,0.02,0.00
4/5/2017,13:30,13:44,0.02,0.00
4/5/2017,13:45,13:59,0.02,0.00
4/5/2017,14:00,14:14,0.03,0.01
4/5/2017,14:15,14:29,0.03,0.01
4/5/2017,14:30,14:44,0.03,0.01
4/5/2017,14:45,14:59,0.03,0.01
4/5/2017,15:00,15:14,0.02,0.00
4/5/2017,15:15,15:29,0.02,0.00
4/5/2017,15:30,15:44,0.02,0.00
4/5/2017,15:45,15:59,0.02,0.00
4/5/2017,16:00,16:14,0.03,0.01
4/5/2017,16:15,16:29,0.03,0.01
4/5/2017,16:30,16:44,0.03,0.01
4/5/2017,16:45,16:59,0.03,0.01
4/5/2017,17:00,17:14,0.02,0.00
4/5/2017,17:15,17:29,0.02,0.00
4/5/2017,17:30,17:44,0.02,0.00
4/5/2017,17:45,17:59,0.02,0.00
4/5/2017,18:00,18:14,0.08,0.02
4/5/2017,18:15,18:29,0.08,0.02
4/5/2017,18:30,18:44,0.08,0.02
4/5/2017,18:45,18:59,0.08,0.02
4/5/2017,19:00,19:14,0.06,0.01
4/5/2017,19:15,19:29,0.06,0.01
4/5/2017,19:30,19:44,0.06,0.01
4/5/2017,19:45,19:59,0.06,0.01
4/5/2017,20:00,20:14,0.07,0.01
4/5/2017,20:15,20:29,0.07,0.01
4/5/2017,20:30,20:44,0.07,0.01
4/5/2017,20:45,20:59,0.07,0.01
4/5/2017,21:00,21:14,0.07,0.01
4/5/2017,21:15,21:29,0.07,0.01
4/5/2017,21:30,21:44,0.07,0.01
4/5/2017,21:45,21:59,0.07,0.01
4/5/2017,22:00,22:14,0.04,0.01
4/5/2017,22:15,22:29,0.04,0.01
4/5/2017,22:30,22:44,0.04,0.01
4/5/2017,22:45,22:59,0.04,0.01
4/5/2017,23:00,23:14,0.07,0.01
4/5/2017,23:15,23:29,0.07,0.01
4/5/2017,23:30,23:44,0.07,0.01
4/5/2017,23:45,23:59,0.07,0.01
4/6/2017,0:00,0:14,0.04,0.01
4/6/2017,0:15,0:29,0.04,0.01
4/6/2017,0:30,0:44,0.04,0.01
4/6/2017,0:45,0:59,0.04,0.01
4/6/2017,1:00,1:14,0.03,0.01
4/6/2017,1:15,1:29,0.03,0.01
4/6/2017,1:30,1:44,0.03,0.01
4/6/2017,1:45,1:59,0.03,0.01
4/6/2017,2:00,2:14,0.03,0.01
4/6/2017,2:15,2:29,0.03,0.01
4/6/2017,2:30,2:44,0.03,0.01
4/6/2017,2:45,2:59,0.03,0.01
4/6/2017,3:00,3:14,0.02,0.00
4/6/2017,3:15,3:29,0.02,0.00
4/6/2017,3:30,3:44,0.02,0.00
4/6/2017,3:45,3:59,0.02,0.00
4/6/2017,4:00,4:14,0.03,0.01
4/6/2017,4:15,4:29,0.03,0.01
4/6/2017,4:30,4:44,0.03,0.01
4/6/2017,4:45,4:59,0.03,0.01
4/6/2017,5:00,5:14,0.03,0.01
4/6/2017,5:15,5:29,0.03,0.01
4/6/2017,5:30,5:44,0.03,0.01
4/6/2017,5:45,5:59,0.03,0.01
4/6/2017,6:00,6:14,0.02,0.00
4/6/2017,6:15,6:29,0.02,0.00
4/6/2017,6:30,6:44,0.02,0.00
4/6/2017,6:45,6:59,0.02,0.00
4/6/2017,7:00,7:14,0.04,0.01
4/6/2017,7:15,7:29,0.04,0.01
4/6/2017,7:30,7:44,0.04,0.01
4/6/2017,7:45,7:59,0.04,0.01
4/6/2017,8:00,8:14,0.26,0.05
4/6/2017,8:15,8:29,0.26,0.05
4/6/2017,8:30,8:44,0.26,0.05
4/6/2017,8:45,8:59,0.26,0.05
4/6/2017,9:00,9:14,0.2,0.04
4/6/2017,9:15,9:29,0.2,0.04
4/6/2017,9:30,9:44,0.2,0.04
4/6/2017,9:45,9:59,0.2,0.04
4/6/2017,10:00,10:14,0.03,0.01
4/6/2017,10:15,10:29,0.03,0.01
4/6/2017,10:30,10:44,0.03,0.01
4/6/2017,10:45,10:59,0.03,0.01
4/6/2017,11:00,11:14,0.04,0.01
4/6/2017,11:15,11:29,0.04,0.01
4/6/2017,11:30,11:44,0.04,0.01
4/6/2017,11:45,11:59,0.04,0.01
4/6/2017,12:00,12:14,0.03,0.01
4/6/2017,12:15,12:29,0.03,0.01
4/6/2017,12:30,12:44,0.03,0.01
4/6/2017,12:45,12:59,0.03,0.01
4/6/2017,13:00,13:14,0.02,0.00
4/6/2017,13:15,13:29,0.02,0.00
4/6/2017,13:30,13:44,0.02,0.00
4/6/2017,13:45,13:59,0.02,0.00
4/6/2017,14:00,14:14,0.04,0.01
4/6/2017,14:15,14:29,0.04,0.01
4/6/2017,14:30,14:44,0.04,0.01
4/6/2017,14:45,14:59,0.04,0.01
4/6/2017,15:00,15:14,0.04,0.01
4/6/2017,15:15,15:29,0.04,0.01
4/6/2017,15:30,15:44,0.04,0.01
4/6/2017,15:45,15:59,0.04,0.01
4/6/2017,16:00,16:14,0.02,0.00
4/6/2017,16:15,16:29,0.02,0.00
4/6/2017,16:30,16:44,0.02,0.00
4/6/2017,16:45,16:59,0.02,0.00
4/6/2017,17:00,17:14,0.03,0.01
4/6/2017,17:15,17:29,0.03,0.01
4/6/2017,17:30,17:44,0.03,0.01
4/6/2017,17:45,17:59,0.03,0.01
4/6/2017,18:00,18:14,0.27,0.05
4/6/2017,18:15,18:29,0.27,0.05
4/6/2017,18:30,18:44,0.27,0.05
4/6/2017,18:45,18:59,0.27,0.05
4/6/2017,19:00,19:14,0.18,0.04
4/6/2017,19:15,19:29,0.18,0.04
4/6/2017,19:30,19:44,0.18,0.04
4/6/2017,19:45,19:59,0.18,0.04
4/6/2017,20:00,20:14,0.07,0.01
4/6/2017,20:15,20:29,0.07,0.01
4/6/2017,20:30,20:44,0.07,0.01
4/6/2017,20:45,20:59,0.07,0.01
4/6/2017,21:00,21:14,0.07,0.01
4/6/2017,21:15,21:29,0.07,0.01
4/6/2017,21:30,21:44,0.07,0.01
4/6/2017,21:45,21:59,0.07,0.01
4/6/2017,22:00,22:14,0.06,0.01
4/6/2017,22:15,22:29,0.06,0.01
4/6/2017,22:30,22:44,0.06,0.01
